ema, rdp5, rdp10, rdp15
1324.6252,0.002747791,0.005572046,0.013068175
1327.5803,0.004627892,0.013747447,0.016548946
1330.2645,0.003382033,0.011672385,0.032578323
1335.0431,0.014907039,0.007186276,0.021049188
1338.2089,0.009860311,0.010179809,0.013951187
1342.4734,0.029136127,0.002747791,0.005572046
1347.4924,0.021031747,0.004627892,0.013747447
1352.704,0.024272967,0.003382033,0.011672385
1355.7954,0.010338512,0.014907039,0.007186276
1360.5096,0.021097515,0.009860311,0.010179809
1366.262,0.021875199,0.029136127,0.002747791
1371.9834,0.019962452,0.021031747,0.004627892
1378.0089,0.02079279,0.024272967,0.003382033
1381.5089,0.019990334,0.010338512,0.014907039
1387.7633,0.024221227,0.021097515,0.009860311
1391.8766,0.013719389,0.021875199,0.029136127
1392.7596,0.001018048,0.019962452,0.021031747
1393.0253,-0.005719965,0.02079279,0.024272967
1394.9368,0.00506621,0.019990334,0.010338512
1399.2054,0.002477385,0.024221227,0.021097515
1403.7219,0.009557478,0.013719389,0.021875199
1400.8936,-0.004805652,0.001018048,0.019962452
1391.2968,-0.029538933,-0.005719965,0.02079279
1385.1658,-0.029901996,0.00506621,0.019990334
1373.0883,-0.06460587,0.002477385,0.024221227
1357.9567,-0.08746719,0.009557478,0.013719389
1351.7314,-0.04515753,-0.004805652,0.001018048
1349.903,-0.007628052,-0.029538933,-0.005719965
1350.472,-0.005798752,-0.029901996,0.00506621
1357.29,0.045124494,-0.06460587,0.002477385
1365.7977,0.078925185,-0.08746719,0.009557478
1367.8324,0.037035655,-0.04515753,-0.004805652
1369.1538,0.023722786,-0.007628052,-0.029538933
1362.0232,-0.014230272,-0.005798752,-0.029901996
1357.9462,-0.030999048,0.045124494,-0.06460587
1352.8129,-0.04825581,0.078925185,-0.08746719
1344.4482,-0.047224853,0.037035655,-0.04515753
1339.8907,-0.03840103,0.023722786,-0.007628052
1338.9589,0.001297323,-0.014230272,-0.005798752
1335.3251,-0.015540663,-0.030999048,0.045124494
1333.9017,-0.003054965,-0.04825581,0.078925185
1327.8895,-0.005453912,-0.047224853,0.037035655
1325.176,-0.005553688,-0.03840103,0.023722786
1326.6864,-0.001872337,0.001297323,-0.014230272
1330.9991,0.020790556,-0.015540663,-0.030999048
1334.0973,0.013762906,-0.003054965,-0.04825581
1335.3938,0.028178297,-0.005453912,-0.047224853
1340.561,0.03569149,-0.005553688,-0.03840103
1345.6125,0.02482871,-0.001872337,0.001297323
1351.4662,0.019751534,0.020790556,-0.015540663
1355.4908,0.018641042,0.013762906,-0.003054965
1357.933,0.020230047,0.028178297,-0.005453912
1352.1364,-0.023713868,0.03569149,-0.005553688
1350.6608,-0.015419262,0.02482871,-0.001872337
1343.8627,-0.04233821,0.019751534,0.020790556
1337.9003,-0.041951254,0.018641042,0.013762906
1332.5621,-0.041302912,0.020230047,0.028178297
1330.0637,-0.006681971,-0.023713868,0.03569149
1331.7065,-0.004818689,-0.015419262,0.02482871
1330.6255,0.007313909,-0.04233821,0.019751534
1331.2963,0.015166798,-0.041951254,0.018641042
1332.2328,0.018890964,-0.041302912,0.020230047
1334.0104,0.015946161,-0.006681971,-0.023713868
1336.5466,0.00628412,-0.004818689,-0.015419262
1336.567,0.007803646,0.007313909,-0.04233821
1331.2196,-0.018103737,0.015166798,-0.041951254
1327.4276,-0.017754735,0.018890964,-0.041302912
1326.1882,-0.014830899,0.015946161,-0.006681971
1327.0183,-0.012140861,0.00628412,-0.004818689
1327.8768,-0.003995037,0.007803646,0.007313909
1328.8456,0.017475562,-0.018103737,0.015166798
1330.7043,0.019721705,-0.017754735,0.018890964
1336.4838,0.029041117,-0.014830899,0.015946161
1345.1371,0.03714091,-0.012140861,0.00628412
1353.2373,0.040809393,-0.003995037,0.007803646
1360.3436,0.042056885,0.017475562,-0.018103737
1367.6754,0.043986417,0.019721705,-0.017754735
1374.612,0.031450436,0.029041117,-0.014830899
1379.3477,0.013437245,0.03714091,-0.012140861
1380.6942,3.18E-04,0.040809393,-0.003995037
1381.2734,-0.003729958,0.042056885,0.017475562
1386.1627,0.006241926,0.043986417,0.019721705
1395.474,0.02164921,0.031450436,0.029041117
1400.9052,0.017406952,0.013437245,0.03714091
1406.1239,0.029522138,3.18E-04,0.040809393
1412.467,0.039209593,-0.003729958,0.042056885
1416.8037,0.02022455,0.006241926,0.043986417
1423.7053,0.012975382,0.02164921,0.031450436
1425.1519,0.005841249,0.017406952,0.013437245
1426.3518,0.002908216,0.029522138,3.18E-04
1431.3252,0.009305629,0.039209593,-0.003729958
1435.5659,0.012815957,0.02022455,0.006241926
1432.3995,-0.021759704,0.012975382,0.02164921
1432.8992,0.00276747,0.005841249,0.017406952
1433.3531,0.002808943,0.002908216,0.029522138
1434.8865,-0.007028536,0.009305629,0.039209593
1438.3549,-2.07E-04,0.012815957,0.02022455
1440.7721,0.021630846,-0.021759704,0.012975382
1442.8353,0.011282975,0.00276747,0.005841249
1447.2081,0.020575894,0.002808943,0.002908216
1446.8068,0.002900676,-0.007028536,0.009305629
1440.2416,-0.026338803,-2.07E-04,0.012815957
1428.6151,-0.047109812,0.021630846,-0.021759704
1423.1863,-0.034194984,0.011282975,0.00276747
1411.5785,-0.06796609,0.020575894,0.002808943
1403.7208,-0.050449707,0.002900676,-0.007028536
1390.695,-0.053317595,-0.026338803,-2.07E-04
1378.5278,-0.037804518,-0.047109812,0.021630846
1369.4983,-0.048584677,-0.034194984,0.011282975
1354.7509,-0.05082959,-0.06796609,0.020575894
1348.2865,-0.036333416,-0.050449707,0.002900676
1344.473,-0.0069999,-0.053317595,-0.026338803
1339.118,-0.009143845,-0.037804518,-0.047109812
1330.3126,-0.028716523,-0.048584677,-0.034194984
1326.0583,0.010248834,-0.05082959,-0.06796609
1321.1702,-0.015736226,-0.036333416,-0.050449707
1310.3044,-0.046929784,-0.0069999,-0.053317595
1292.8698,-0.071768954,-0.009143845,-0.037804518
1281.4257,-0.04589638,-0.028716523,-0.048584677
1273.1088,-0.05286322,0.010248834,-0.05082959
1259.2587,-0.07510641,-0.015736226,-0.036333416
1251.7529,-0.035608273,-0.046929784,-0.0069999
1245.2823,-0.003049537,-0.071768954,-0.009143845
1248.664,0.021478506,-0.04589638,-0.028716523
1249.2653,0.009541617,-0.05286322,0.010248834
1244.5778,0.018249607,-0.07510641,-0.015736226
1241.1005,0.004469041,-0.035608273,-0.046929784
1240.6461,0.01593401,-0.003049537,-0.071768954
1238.2408,-0.026596589,0.021478506,-0.04589638
1238.203,-0.010881458,0.009541617,-0.05286322
1240.0702,0.017710518,0.018249607,-0.07510641
1239.7979,0.009387316,0.004469041,-0.035608273
1244.4423,0.019526541,0.01593401,-0.003049537
1254.5841,0.05415021,-0.026596589,0.021478506
1262.5892,0.04568469,-0.010881458,0.009541617
1267.2551,0.030764548,0.017710518,0.018249607
1269.7743,0.033211984,0.009387316,0.004469041
1268.6112,7.44E-04,0.019526541,0.01593401
1269.6753,-0.016384179,0.05415021,-0.026596589
1275.5979,0.00361503,0.04568469,-0.010881458
1280.5663,0.011291446,0.030764548,0.017710518
1283.7909,0.013157765,0.033211984,0.009387316
1284.037,0.016661966,7.44E-04,0.019526541
1278.2557,-0.014757521,-0.016384179,0.05415021
1269.2883,-0.050696913,0.00361503,0.04568469
1262.1606,-0.05135948,0.011291446,0.030764548
1264.3885,-0.018038154,0.013157765,0.033211984
1265.7767,-0.01065358,0.016661966,7.44E-04
1265.2916,0.006549099,-0.014757521,-0.016384179
1268.1874,0.03757842,-0.050696913,0.00361503
1270.3655,0.036825623,-0.05135948,0.011291446
1275.5463,0.018039716,-0.018038154,0.013157765
1279.8511,0.020246506,-0.01065358,0.016661966
1283.4453,0.027284577,0.006549099,-0.014757521
1284.2279,0.005930726,0.03757842,-0.050696913
1286.4045,0.012532469,0.036825623,-0.05135948
1287.5336,-0.003255472,0.018039716,-0.018038154
1290.9286,0.005736054,0.020246506,-0.01065358
1290.6514,-0.006379858,0.027284577,0.006549099
1294.7407,0.018440833,0.005930726,0.03757842
1298.7787,0.015303772,0.012532469,0.036825623
1299.8849,0.009488804,-0.003255472,0.018039716
1298.3279,-0.009513177,0.005736054,0.020246506
1297.6844,0.004319328,-0.006379858,0.027284577
1301.2694,0.003439867,0.018440833,0.005930726
1306.5717,0.009772364,0.015303772,0.012532469
1311.4774,0.020539531,0.009488804,-0.003255472
1313.5157,0.02288528,-0.009513177,0.005736054
1317.8048,0.030769568,0.004319328,-0.006379858
1319.2341,0.007099343,0.003439867,0.018440833
1318.5326,-0.009075335,0.009772364,0.015303772
1320.6963,-0.001314702,0.020539531,0.009488804
1322.1355,0.004706145,0.02288528,-0.009513177
1326.6299,0.0072287,0.030769568,0.004319328
1329.5739,0.012377844,0.007099343,0.003439867
1334.2079,0.02812888,-0.009075335,0.009772364
1338.6998,0.020551449,-0.001314702,0.020539531
1342.7719,0.023473363,0.004706145,0.02288528
1346.4657,0.012367902,0.0072287,0.030769568
1348.5746,0.011674831,0.012377844,0.007099343
1349.0936,-0.001160568,0.02812888,-0.009075335
1350.2526,-0.001312058,0.020551449,-0.001314702
1347.0181,-0.018380426,0.023473363,0.004706145
1343.2228,-0.024389492,0.012367902,0.0072287
1341.2041,-0.017597515,0.011674831,0.012377844
1344.7136,0.00560992,-0.001160568,0.02812888
1347.9908,0.004583369,-0.001312058,0.020551449
1353.2528,0.030148188,-0.018380426,0.023473363
1357.392,0.034569673,-0.024389492,0.012367902
1359.2015,0.024986263,-0.017597515,0.011674831
1360.7192,0.005917232,0.00560992,-0.001160568
1358.2509,-0.009345361,0.004583369,-0.001312058
1357.6433,-0.013890771,0.030148188,-0.018380426
1354.9083,-0.021820286,0.034569673,-0.024389492
1355.933,-0.004690958,0.024986263,-0.017597515
1359.0319,0.003394826,0.005917232,0.00560992
1361.508,0.017079776,-0.009345361,0.004583369
1364.0503,0.014027354,-0.013890771,0.030148188
1361.6403,0.005974858,-0.021820286,0.034569673
1353.1924,-0.029874343,-0.004690958,0.024986263
1348.2278,-0.031397924,0.003394826,0.005917232
1343.6799,-0.03348382,0.017079776,-0.009345361
1341.3002,-0.030882932,0.014027354,-0.013890771
1342.7601,-0.002514811,0.005974858,-0.021820286
1345.5522,0.028285543,-0.029874343,-0.004690958
1346.702,0.017261798,-0.031397924,0.003394826
1348.213,0.021705195,-0.03348382,0.017079776
1349.3827,0.016729511,-0.030882932,0.014027354
1352.3542,0.011597223,-0.002514811,0.005974858
1354.873,0.006066086,0.028285543,-0.029874343
1357.1986,0.011248391,0.017261798,-0.031397924
1360.045,0.012678543,0.021705195,-0.03348382
1362.7659,0.014467576,0.016729511,-0.030882932
1364.0304,0.003555075,0.011597223,-0.002514811
1362.4464,-0.006476403,0.006066086,0.028285543
1362.8674,-0.001426968,0.011248391,0.017261798
1365.1638,0.002129108,0.012678543,0.021705195
1368.8768,0.007338082,0.014467576,0.016729511
1371.8777,0.010802825,0.003555075,0.011597223
1373.3406,0.017019236,-0.006476403,0.006066086
1376.1602,0.016774682,-0.001426968,0.011248391
1376.9424,0.004161946,0.002129108,0.012678543
1381.4423,0.011353343,0.007338082,0.014467576
1384.2992,0.008562864,0.010802825,0.003555075
1386.7771,0.012688608,0.017019236,-0.006476403
1390.8958,0.014364624,0.016774682,-0.001426968
1395.2249,0.02352786,0.004161946,0.002129108
1398.3297,0.008081846,0.011353343,0.007338082
1401.1074,0.011814599,0.008562864,0.010802825
1401.3284,0.003952215,0.012688608,0.017019236
1402.2426,-0.001044481,0.014364624,0.016774682
1406.3021,0.007079445,0.02352786,0.004161946
1408.8875,0.006010973,0.008081846,0.011353343
1411.4559,0.006734085,0.011814599,0.008562864
1414.1907,0.016345657,0.003952215,0.012688608
1413.6469,0.003961837,-0.001044481,0.014364624
1415.4272,7.04E-06,0.007079445,0.02352786
1418.7836,0.009145791,0.006010973,0.008081846
1421.8989,0.008883547,0.006734085,0.011814599
1422.811,9.33E-04,0.016345657,0.003952215
1422.3671,0.006461346,0.003961837,-0.001044481
1420.6396,-0.006200181,7.04E-06,0.007079445
1418.5717,-0.015297975,0.009145791,0.006010973
1412.9434,-0.030626852,0.008883547,0.006734085
1408.5004,-0.025048008,9.33E-04,0.016345657
1402.1965,-0.030698502,0.006461346,0.003961837
1398.4127,-0.021538733,-0.006200181,7.04E-06
1402.4064,0.005729246,-0.015297975,0.009145791
1406.2988,0.022611666,-0.030626852,0.008883547
1411.6854,0.030559491,-0.025048008,9.33E-04
1414.9001,0.036877826,-0.030698502,0.006461346
1420.3765,0.042652246,-0.021538733,-0.006200181
1423.595,0.012753963,0.005729246,-0.015297975
1426.3739,0.01098553,0.022611666,-0.030626852
1427.8829,4.81E-04,0.030559491,-0.025048008
1427.3267,-0.001863082,0.036877826,-0.030698502
1428.7532,-0.005422018,0.042652246,-0.021538733
1430.0547,-8.42E-04,0.012753963,0.005729246
1425.9135,-0.019575799,0.01098553,0.022611666
1420.1887,-0.02554536,4.81E-04,0.030559491
1413.3026,-0.027605057,-0.001863082,0.036877826
1404.8043,-0.04437203,-0.005422018,0.042652246
1398.7113,-0.042445302,-8.42E-04,0.012753963
1390.1273,-0.038003292,-0.019575799,0.01098553
1385.164,-0.022887146,-0.02554536,4.81E-04
1385.8049,0.001883432,-0.027605057,-0.001863082
1386.8358,0.014699266,-0.04437203,-0.005422018
1387.4106,0.011183547,-0.042445302,-8.42E-04
1385.8241,0.017473163,-0.038003292,-0.019575799
1385.3016,0.013110504,-0.022887146,-0.02554536
1380.3531,-0.020030638,0.001883432,-0.027605057
1376.9645,-0.019806413,0.014699266,-0.04437203
1374.1893,-0.019155072,0.011183547,-0.042445302
1375.9637,0.002595238,0.017473163,-0.038003292
1377.2428,-6.14E-04,0.013110504,-0.022887146
1376.0605,0.007915783,-0.020030638,0.001883432
1373.4679,-2.27E-04,-0.019806413,0.014699266
1372.9188,0.00559758,-0.019155072,0.011183547
1370.3804,-0.016506933,0.002595238,0.017473163
1372.8843,3.91E-04,-6.14E-04,0.013110504
1380.9357,0.030488694,0.007915783,-0.020030638
1388.3385,0.040239144,-2.27E-04,-0.019806413
1396.3871,0.042211384,0.00559758,-0.019155072
1402.3674,0.04856536,-0.016506933,0.002595238
1406.6099,0.029416393,3.91E-04,-6.14E-04
1410.8241,0.010289171,0.030488694,0.007915783
1411.5175,-0.002581129,0.040239144,-2.27E-04
1412.9016,-0.007097968,0.042211384,0.00559758
1417.5416,0.006877939,0.04856536,-0.016506933
1422.7594,0.014084245,0.029416393,3.91E-04
1427.9692,0.014800238,0.010289171,0.030488694
1432.9674,0.027342286,-0.002581129,0.040239144
1436.6503,0.02322274,-0.007097968,0.042211384
1442.402,0.020409483,0.006877939,0.04856536
1447.8975,0.01818333,0.014084245,0.029416393
1452.3241,0.014646482,0.014800238,0.010289171
1452.7792,0.00112874,0.027342286,-0.002581129
1445.6913,-0.023453567,0.02322274,-0.007097968
1439.4474,-0.034761645,0.020409483,0.006877939
1426.7881,-0.0637671,0.01818333,0.014084245
1422.0161,-0.045645308,0.014646482,0.014800238
1419.8029,-0.030008268,0.00112874,0.027342286
1420.62,0.004621367,-0.023453567,0.02322274
1421.2123,0.006440565,-0.034761645,0.020409483
1425.2361,0.047363974,-0.0637671,0.01818333
1427.3984,0.02360773,-0.045645308,0.014646482
1423.3928,-0.002537267,-0.030008268,0.00112874
1424.1,0.002135024,0.004621367,-0.023453567
1424.8562,0.003020588,0.006440565,-0.034761645
1428.5629,0.001429276,0.047363974,-0.0637671
1431.6844,0.005654396,0.02360773,-0.045645308
1433.9172,0.02521013,-0.002537267,-0.030008268
1436.8403,0.015137375,0.002135024,0.004621367
1438.9484,0.01365661,0.003020588,0.006440565
1441.1129,0.004420153,0.001429276,0.047363974
1443.5356,0.006273456,0.005654396,0.02360773
1442.7772,-0.002155446,0.02521013,-0.002537267
1444.4114,0.001670605,0.015137375,0.002135024
1446.0388,0.003572002,0.01365661,0.003020588
1448.7372,0.006732109,0.004420153,0.001429276
1451.7397,0.007239061,0.006273456,0.005654396
1458.0741,0.030331897,-0.002155446,0.02521013
1462.8671,0.021427402,0.001670605,0.015137375
1467.1238,0.021754827,0.003572002,0.01365661
1473.9106,0.028454386,0.006732109,0.004420153
1478.9608,0.024191312,0.007239061,0.006273456
1485.8524,0.020230422,0.030331897,-0.002155446
1493.8041,0.02939863,0.021427402,0.001670605
1499.1991,0.024680797,0.021754827,0.003572002
1505.7675,0.020638734,0.028454386,0.006732109
1510.3456,0.019677686,0.024191312,0.007239061
1515.1923,0.013981519,0.020230422,0.030331897
1514.886,-0.007832901,0.02939863,0.021427402
1518.5248,0.008087907,0.024680797,0.021754827
1523.6898,0.008034997,0.020638734,0.028454386
1530.294,0.018349355,0.019677686,0.024191312
1533.3447,0.007148597,0.013981519,0.020230422
1537.302,0.02607585,-0.007832901,0.02939863
1538.3456,0.006157581,0.008087907,0.024680797
1539.1245,-0.001366261,0.008034997,0.020638734
1541.9596,-0.002190461,0.018349355,0.019677686
1545.5397,0.009258798,0.007148597,0.013981519
1549.9799,0.009406801,0.02607585,-0.007832901
1556.8761,0.027189236,0.006157581,0.008087907
1562.0306,0.02620217,-0.001366261,0.008034997
1568.3085,0.025828876,-0.002190461,0.018349355
1574.5824,0.025527976,0.009258798,0.007148597
1580.3785,0.02284822,0.009406801,0.02607585
1585.4568,0.013449415,0.027189236,0.006157581
1586.2391,0.004246024,0.02620217,-0.001366261
1589.111,0.004505988,0.025828876,-0.002190461
1594.4053,0.009939427,0.025527976,0.009258798
1597.9741,0.005419156,0.02284822,0.009406801
1604.0189,0.013968334,0.013449415,0.027189236
1611.7913,0.033667434,0.004246024,0.02620217
1618.7515,0.02873297,0.004505988,0.025828876
1623.9128,0.017937895,0.009939427,0.025527976
1630.7124,0.02832069,0.005419156,0.02284822
1636.93,0.020636346,0.013968334,0.013449415
1642.0873,0.012076333,0.033667434,0.004246024
1653.8524,0.03298943,0.02873297,0.004505988
1666.33,0.043586083,0.017937895,0.009939427
1680.5819,0.04806047,0.02832069,0.005419156
1692.9026,0.04837519,0.020636346,0.013968334
1704.9309,0.054320674,0.012076333,0.033667434
1709.3997,0.015503462,0.03298943,0.02873297
1710.8319,1.86E-04,0.043586083,0.017937895
1714.6428,-0.004437158,0.04806047,0.02832069
1716.1117,-0.011594575,0.04837519,0.020636346
1726.7252,0.009206872,0.054320674,0.012076333
1735.832,0.026040932,0.015503462,0.03298943
1750.0413,0.052616827,1.86E-04,0.043586083
1761.6038,0.045072474,-0.004437158,0.04806047
1766.0413,0.03588874,-0.011594575,0.04837519
1771.6809,0.014164718,0.009206872,0.054320674
1771.5406,-7.22E-04,0.026040932,0.015503462
1768.7786,-0.027201599,0.052616827,1.86E-04
1764.932,-0.03224821,0.045072474,-0.004437158
1758.5658,-0.028417056,0.03588874,-0.011594575
1757.203,-0.023681331,0.014164718,0.009206872
1754.4817,-0.015460369,-7.22E-04,0.026040932
1757.8555,0.007748628,-0.027201599,0.052616827
1767.3846,0.031979624,-0.03224821,0.045072474
1781.5891,0.060763985,-0.028417056,0.03588874
1794.8293,0.054825198,-0.023681331,0.014164718
1808.0648,0.067337714,-0.015460369,-7.22E-04
1823.1708,0.063364096,0.007748628,-0.027201599
1837.4427,0.049310457,0.031979624,-0.03224821
1847.9456,0.028040495,0.060763985,-0.028417056
1860.3069,0.033531927,0.054825198,-0.023681331
1880.8309,0.054765984,0.067337714,-0.015460369
1894.567,0.034997024,0.063364096,0.007748628
1901.7936,0.019091764,0.049310457,0.031979624
1909.015,0.02536565,0.028040495,0.060763985
1923.9199,0.038638584,0.033531927,0.054825198
1937.747,0.015344406,0.054765984,0.067337714
1948.6487,0.021928588,0.034997024,0.063364096
1959.7635,0.038079463,0.019091764,0.049310457
1960.5189,0.013230824,0.02536565,0.028040495
1945.0586,-0.050576277,0.038638584,0.033531927
