ema, rdp5, rdp10, rdp15
1937.3896,-0.04332058,0.015344406,0.054765984
1936.5651,-0.029609583,0.021928588,0.034997024
1920.543,-0.07372944,0.038079463,0.019091764
1907.0481,-0.05626068,0.013230824,0.02536565
1900.9989,-0.003409013,-0.050576277,0.038638584
1891.809,-0.027093744,-0.04332058,0.015344406
1885.4114,-0.03799266,-0.029609583,0.021928588
1889.0101,0.025295636,-0.07372944,0.038079463
1892.9447,0.030009719,-0.05626068,0.013230824
1880.054,-0.025740653,-0.003409013,-0.050576277
1873.8949,-0.003121231,-0.027093744,-0.04332058
1862.694,-0.022545157,-0.03799266,-0.029609583
1828.551,-0.11107962,0.025295636,-0.07372944
1790.455,-0.14177866,0.030009719,-0.05626068
1778.6174,-0.05316954,-0.025740653,-0.003409013
1770.1298,-0.06114876,-0.003121231,-0.027093744
1768.0038,-0.03211966,-0.022545157,-0.03799266
1774.3473,0.06367687,-0.11107962,0.025295636
1777.7438,0.09356134,-0.14177866,0.030009719
1782.801,0.041449346,-0.05316954,-0.025740653
1792.1025,0.053640753,-0.06114876,-0.003121231
1798.9198,0.03790278,-0.03211966,-0.022545157
1807.4762,0.02332584,0.06367687,-0.11107962
1820.6293,0.045725822,0.09356134,-0.14177866
1832.8646,0.043693133,0.041449346,-0.05316954
1841.2396,0.024834462,0.053640753,-0.06114876
1846.1094,0.021574987,0.03790278,-0.03211966
1854.6503,0.025579687,0.02332584,0.06367687
1860.7001,0.006224528,0.045725822,0.09356134
1855.7336,-0.024412699,0.043693133,0.041449346
1854.0582,-0.014604694,0.024834462,0.053640753
1845.951,-0.027910713,0.021574987,0.03790278
1846.3643,-0.021595627,0.025579687,0.02332584
1851.096,-0.00789432,0.006224528,0.045725822
1855.2118,0.01950577,-0.024412699,0.043693133
1851.8922,-0.004736489,-0.014604694,0.024834462
1862.0446,0.049147516,-0.027910713,0.021574987
1871.4287,0.032981217,-0.021595627,0.025579687
1880.9951,0.026331265,-0.00789432,0.006224528
1893.8519,0.039322946,0.01950577,-0.024412699
1904.3782,0.058669318,-0.004736489,-0.014604694
1916.036,0.031545486,0.049147516,-0.027910713
1935.6467,0.055066343,0.032981217,-0.021595627
1949.2379,0.043944,0.026331265,-0.00789432
1958.5961,0.02608879,0.039322946,0.01950577
1969.4398,0.034082018,0.058669318,-0.004736489
1978.3792,0.026219364,0.031545486,0.049147516
1990.9266,0.013420467,0.055066343,0.032981217
2004.5111,0.027575426,0.043944,0.026331265
2008.8975,0.015235198,0.02608879,0.039322946
2014.1959,0.011213158,0.034082018,0.058669318
2012.5082,-0.004155638,0.026219364,0.031545486
2006.7949,-0.028014058,0.013420467,0.055066343
2006.4537,-0.026111728,0.027575426,0.043944
1999.1825,-0.027802436,0.015235198,0.02608879
1980.108,-0.064646065,0.011213158,0.034082018
1973.6826,-0.02880705,-0.004155638,0.026219364
1965.6185,-0.0254947,-0.028014058,0.013420467
1967.8444,-0.014134012,-0.026111728,0.027575426
1979.8876,0.02941987,-0.027802436,0.015235198
1996.4948,0.083574444,-0.064646065,0.011213158
2007.669,0.053588916,-0.02880705,-0.004155638
2019.1057,0.06801119,-0.0254947,-0.028014058
2027.9131,0.043702994,-0.014134012,-0.026111728
2026.1975,-0.004299721,0.02941987,-0.027802436
2024.1097,-0.022860758,0.083574444,-0.064646065
2030.1366,9.11E-04,0.053588916,-0.02880705
2032.7463,-0.010489942,0.06801119,-0.0254947
2022.1094,-0.040510986,0.043702994,-0.014134012
2015.7816,-0.014296749,-0.004299721,0.02941987
1997.309,-0.04580901,-0.022860758,0.083574444
1984.425,-0.05907293,9.11E-04,0.053588916
1982.0563,-0.0345587,-0.010489942,0.06801119
1975.1924,-0.016074313,-0.040510986,0.043702994
1965.3948,-0.032288868,-0.014296749,-0.004299721
1951.0098,-0.01557126,-0.04580901,-0.022860758
1935.2552,-0.031377897,-0.05907293,9.11E-04
1909.6028,-0.083945885,-0.0345587,-0.010489942
1887.4854,-0.076355144,-0.016074313,-0.040510986
1864.5645,-0.07959711,-0.032288868,-0.014296749
1862.7174,-0.02014292,-0.01557126,-0.04580901
1862.1327,-0.006649762,-0.031377897,-0.05907293
1856.6434,0.015329333,-0.083945885,-0.0345587
1860.8265,0.043657124,-0.076355144,-0.016074313
1869.8617,0.07508686,-0.07959711,-0.032288868
1876.375,0.025386373,-0.02014292,-0.01557126
1884.666,0.03120778,-0.006649762,-0.031377897
1895.3733,0.05641826,0.015329333,-0.083945885
1906.932,0.040270343,0.043657124,-0.076355144
1912.4092,0.014858314,0.07508686,-0.07959711
1911.2119,0.002097312,0.025386373,-0.02014292
1913.984,0.003775095,0.03120778,-0.006649762
1916.6766,-0.005546384,0.05641826,0.015329333
1916.5211,-0.01908181,0.040270343,0.043657124
1912.2266,-0.020301655,0.014858314,0.07508686
1897.746,-0.03493464,0.002097312,0.025386373
1890.4906,-0.03303775,0.003775095,0.03120778
1881.2666,-0.04310356,-0.005546384,0.05641826
1880.6771,-0.019614844,-0.01908181,0.040270343
1888.4359,0.012886162,-0.020301655,0.014858314
1892.0924,0.036362268,-0.03493464,0.002097312
1895.3984,0.025329458,-0.03303775,0.003775095
1895.7435,0.028605979,-0.04310356,-0.005546384
1887.285,-0.013240553,-0.019614844,-0.01908181
1880.3746,-0.034770012,0.012886162,-0.020301655
1877.079,-0.022457385,0.036362268,-0.03493464
1867.8915,-0.040594764,0.025329458,-0.03303775
1859.5596,-0.037372254,0.028605979,-0.04310356
1856.5419,-0.004845008,-0.013240553,-0.019614844
1850.1888,-0.01508582,-0.034770012,0.012886162
1836.6058,-0.04379527,-0.022457385,0.036362268
1822.4606,-0.035639007,-0.040594764,0.025329458
1807.358,-0.043411855,-0.037372254,0.028605979
1786.8801,-0.075631484,-0.004845008,-0.013240553
1774.2145,-0.055475168,-0.01508582,-0.034770012
1766.316,-0.026679486,-0.04379527,-0.022457385
1749.7645,-0.046616953,-0.035639007,-0.040594764
1721.6149,-0.07895471,-0.043411855,-0.037372254
1702.9766,-0.044898108,-0.075631484,-0.004845008
1694.9808,-0.035131007,-0.055475168,-0.01508582
1694.467,-0.024390068,-0.026679486,-0.04379527
1681.0111,-0.03348269,-0.046616953,-0.035639007
1672.3915,0.017955037,-0.07895471,-0.043411855
1655.7245,-0.02417066,-0.044898108,-0.075631484
1649.5156,-0.023042662,-0.035131007,-0.055475168
1646.5188,-0.034199752,-0.024390068,-0.026679486
1655.2411,0.03868022,-0.03348269,-0.046616953
1663.5071,0.03581388,0.017955037,-0.07895471
1658.9397,0.03247831,-0.02417066,-0.044898108
1655.8086,0.011454554,-0.023042662,-0.035131007
1651.0043,-0.001682441,-0.034199752,-0.024390068
1660.2928,0.004330996,0.03868022,-0.03348269
1667.1884,-0.001060921,0.03581388,0.017955037
1672.9989,0.033870276,0.03247831,-0.02417066
1682.5028,0.04699717,0.011454554,-0.023042662
1683.584,0.034398023,-0.001682441,-0.034199752
1687.7391,0.004070832,0.004330996,0.03868022
1687.4813,-0.004909261,-0.001060921,0.03581388
1691.8118,0.007599169,0.033870276,0.03247831
1695.2754,-0.0066201,0.04699717,0.011454554
1700.3978,0.019538945,0.034398023,-0.001682441
1707.5524,0.018663932,0.004070832,0.004330996
1708.3661,0.014924869,-0.004909261,-0.001060921
1701.0385,-0.021882493,0.007599169,0.033870276
1696.0663,-0.019278785,-0.0066201,0.04699717
1692.2733,-0.025446158,0.019538945,0.034398023
1693.307,-0.022307782,0.018663932,0.004070832
1687.4388,-0.027839137,0.014924869,-0.004909261
1674.9854,-0.02785135,-0.021882493,0.007599169
1668.2845,-0.020701878,-0.019278785,-0.0066201
1666.393,-0.010893816,-0.025446158,0.019538945
1656.2385,-0.048201967,-0.022307782,0.018663932
1645.0426,-0.038287926,-0.027839137,0.014924869
1630.922,-0.031215258,-0.02785135,-0.021882493
1622.4882,-0.03212344,-0.020701878,-0.019278785
1622.436,-0.02206373,-0.010893816,-0.025446158
1622.6273,0.004809311,-0.048201967,-0.022307782
1627.2395,0.028389094,-0.038287926,-0.027839137
1632.8522,0.051358014,-0.031215258,-0.02785135
1641.2676,0.054243937,-0.03212344,-0.020701878
1648.9479,0.03540809,-0.02206373,-0.010893816
1654.4065,0.032555316,0.004809311,-0.048201967
1663.8918,0.034113362,0.028389094,-0.038287926
1671.9105,0.029414572,0.051358014,-0.031215258
1677.9788,0.016311096,0.054243937,-0.03212344
1690.8209,0.037221536,0.03540809,-0.02206373
1705.3827,0.052134547,0.032555316,0.004809311
1717.6039,0.037994415,0.034113362,0.028389094
1728.7952,0.040827744,0.029414572,0.051358014
1733.9781,0.030818012,0.016311096,0.054243937
1740.1096,0.012886123,0.037221536,0.03540809
1748.0302,0.009117533,0.052134547,0.032555316
1747.7659,-0.011197363,0.037994415,0.034113362
1746.6469,-0.017698873,0.040827744,0.029414572
1749.0297,0.00219415,0.030818012,0.016311096
1752.958,0.002283769,0.012886123,0.037221536
1756.746,-0.00438832,0.009117533,0.052134547
1765.4932,0.0307836,-0.011197363,0.037994415
1769.8926,0.026013503,-0.017698873,0.040827744
1776.0726,0.024013953,0.00219415,0.030818012
1780.725,0.01734067,0.002283769,0.012886123
1789.5165,0.02978725,-0.00438832,0.009117533
1796.2465,0.012602231,0.0307836,-0.011197363
1799.2988,0.013437849,0.026013503,-0.017698873
1804.5336,0.013705058,0.024013953,0.00219415
1813.2812,0.027193334,0.01734067,0.002283769
1822.4369,0.018841662,0.02978725,-0.00438832
1828.7516,0.016915573,0.012602231,0.0307836
1832.6012,0.02014341,0.013437849,0.026013503
1830.8207,-9.70E-04,0.013705058,0.024013953
1833.2172,-0.002959508,0.027193334,0.01734067
1835.3226,-0.008235376,0.018841662,0.02978725
1845.4008,0.017098047,0.016915573,0.012602231
1854.096,0.022121215,0.02014341,0.013437849
1860.3506,0.033815894,-9.70E-04,0.013705058
1862.911,0.01646949,-0.002959508,0.027193334
1859.8304,0.002039327,-0.008235376,0.018841662
1854.9492,-0.026668957,0.017098047,0.016915573
1849.5465,-0.032262538,0.022121215,0.02014341
1839.7528,-0.044972625,0.033815894,-9.70E-04
1836.8489,-0.025582599,0.01646949,-0.002959508
1830.6064,-0.022662932,0.002039327,-0.008235376
1832.7297,0.00316,-0.026668957,0.017098047
1836.5873,0.013173342,-0.032262538,0.022121215
1838.7764,0.026074972,-0.044972625,0.033815894
1834.8988,-0.003199578,-0.025582599,0.01646949
1834.6815,0.01560114,-0.022662932,0.002039327
1834.2064,-0.004839135,0.00316,-0.026668957
1829.1576,-0.02325032,0.013173342,-0.032262538
1818.2018,-0.039593417,0.026074972,-0.044972625
1810.8958,-0.020732207,-0.003199578,-0.025582599
1796.5889,-0.051504828,0.01560114,-0.022662932
1786.7415,-0.046367742,-0.004839135,0.00316
1781.5563,-0.026611984,-0.02325032,0.013173342
1775.3867,-0.013339896,-0.039593417,0.026074972
1775.135,-0.004232007,-0.020732207,-0.003199578
1768.2526,7.82E-04,-0.051504828,0.01560114
1760.8018,-0.009357013,-0.046367742,-0.004839135
1751.7596,-0.025686886,-0.026611984,-0.02325032
1743.5762,-0.022773616,-0.013339896,-0.039593417
1738.419,-0.03175639,-0.004232007,-0.020732207
1734.2665,-0.013247356,7.82E-04,-0.051504828
1724.3031,-0.026891999,-0.009357013,-0.046367742
1714.4266,-0.023706086,-0.025686886,-0.026611984
1704.8326,-0.025940478,-0.022773616,-0.013339896
1688.5859,-0.054832116,-0.03175639,-0.004232007
1672.177,-0.06469266,-0.013247356,7.82E-04
1653.3293,-0.06323133,-0.026891999,-0.009357013
1638.6074,-0.05683858,-0.023706086,-0.025686886
1617.5803,-0.07980389,-0.025940478,-0.022773616
1597.9406,-0.06419067,-0.054832116,-0.03175639
1585.8387,-0.043017905,-0.06469266,-0.013247356
1582.1727,-0.006609841,-0.06323133,-0.026891999
1577.462,-0.013356783,-0.05683858,-0.023706086
1563.8353,-0.015742086,-0.07980389,-0.025940478
1552.5487,-0.007884782,-0.06419067,-0.054832116
1547.1506,-0.007720674,-0.043017905,-0.06469266
1539.7183,-0.036695153,-0.006609841,-0.06323133
1544.3591,0.002758882,-0.013356783,-0.05683858
1547.7328,0.034386136,-0.015742086,-0.07980389
1556.5383,0.0559639,-0.007884782,-0.06419067
1570.4589,0.06592986,-0.007720674,-0.043017905
1575.953,0.058238838,-0.036695153,-0.006609841
1580.4207,0.022630714,0.002758882,-0.013356783
1577.776,0.003823889,0.034386136,-0.015742086
1577.7611,-0.008833027,0.0559639,-0.007884782
1581.1428,-0.019352559,0.06592986,-0.007720674
1579.6686,-0.015119582,0.058238838,-0.036695153
1572.3442,-0.034561932,0.022630714,0.002758882
1564.9836,-0.020201579,0.003823889,0.034386136
1567.7289,6.40E-04,-0.008833027,0.0559639
1566.9833,-0.019232847,-0.019352559,0.06592986
1567.3307,-0.003208886,-0.015119582,0.058238838
1570.0823,0.02465242,-0.034561932,0.022630714
1571.4899,0.027078392,-0.020201579,0.003823889
1569.736,-0.010128517,6.40E-04,-0.008833027
1570.227,0.005236535,-0.019232847,-0.019352559
1569.7235,-6.44E-04,-0.003208886,-0.015119582
1564.0605,-0.025096567,0.02465242,-0.034561932
1559.3906,-0.023086406,0.027078392,-0.020201579
1550.0303,-0.032078687,-0.010128517,6.40E-04
1539.4065,-0.047882196,0.005236535,-0.019232847
1531.9469,-0.04184446,-6.44E-04,-0.003208886
1523.6077,-0.03319041,-0.025096567,0.02465242
1517.6699,-0.030369062,-0.023086406,0.027078392
1508.9666,-0.025413325,-0.032078687,-0.010128517
1502.0209,-0.015144561,-0.047882196,0.005236535
1484.5028,-0.05837118,-0.04184446,-6.44E-04
1469.0302,-0.055769157,-0.03319041,-0.025096567
1460.602,-0.04486855,-0.030369062,-0.023086406
1453.768,-0.03237118,-0.025413325,-0.032078687
1443.8899,-0.04738712,-0.015144561,-0.047882196
1450.4423,0.043989427,-0.05837118,-0.04184446
1451.2534,0.03365691,-0.055769157,-0.03319041
1453.999,0.026694395,-0.04486855,-0.030369062
1451.8472,0.011784621,-0.03237118,-0.025413325
1457.0619,0.052364774,-0.04738712,-0.015144561
1443.1991,-0.060203854,0.043989427,-0.05837118
1439.6113,-0.020103121,0.03365691,-0.055769157
1430.1732,-0.049529646,0.026694395,-0.04486855
1435.2943,0.00868881,0.011784621,-0.03237118
1440.3035,-0.011895148,0.052364774,-0.04738712
1448.5167,0.067461714,-0.060203854,0.043989427
1458.0099,0.049618997,-0.020103121,0.03365691
1466.7333,0.07843176,-0.049529646,0.026694395
1468.6525,0.014116094,0.00868881,0.011784621
1466.1942,-0.002725379,-0.011895148,0.052364774
1462.5673,-0.022485899,0.067461714,-0.060203854
1457.9884,-0.037640836,0.049618997,-0.020103121
1450.3202,-0.054593995,0.07843176,-0.049529646
1432.0063,-0.07964341,0.014116094,0.00868881
1418.8253,-0.06197644,-0.002725379,-0.011895148
1392.398,-0.111438826,-0.022485899,0.067461714
1372.8961,-0.10056473,-0.037640836,0.049618997
1346.6113,-0.12550984,-0.054593995,0.07843176
1334.9952,-0.05167983,-0.07964341,0.014116094
1341.5342,0.001163872,-0.06197644,-0.002725379
1341.2831,0.041649573,-0.111438826,-0.022485899
1315.7826,-0.062638514,-0.10056473,-0.037640836
1288.7599,-0.04897414,-0.12550984,-0.054593995
1272.5343,-0.06278474,-0.05167983,-0.07964341
1257.2472,-0.1254597,0.001163872,-0.06197644
1232.7158,-0.15346798,0.041649573,-0.111438826
1196.1149,-0.13517281,-0.062638514,-0.10056473
1144.6417,-0.20490064,-0.04897414,-0.12550984
1105.0037,-0.21627484,-0.06278474,-0.05167983
1083.8347,-0.1646518,-0.1254597,0.001163872
1060.8619,-0.14597343,-0.15346798,0.041649573
1065.6335,0.03335208,-0.13517281,-0.062638514
1075.1183,0.18568315,-0.20490064,-0.04897414
1085.911,0.19296312,-0.21627484,-0.06278474
1099.399,0.15431963,-0.1646518,-0.1254597
1115.8187,0.21933603,-0.14597343,-0.15346798
1111.0997,0.006914227,0.03335208,-0.13517281
1115.7775,0.019253168,0.18568315,-0.20490064
1123.114,0.02070713,0.19296312,-0.21627484
1124.2369,-0.02134651,0.15431963,-0.1646518
1124.1613,-0.048785456,0.21933603,-0.14597343
1117.0172,-0.003460868,0.006914227,0.03335208
1111.2657,-0.040749572,0.019253168,0.18568315
1104.6761,-0.06433196,0.02070713,0.19296312
1090.9731,-0.08201248,-0.02134651,0.15431963
1076.1428,-0.09524316,-0.048785456,0.21933603
1050.6521,-0.12839472,-0.003460868,0.006914227
1041.2678,-0.07767448,-0.040749572,0.019253168
1027.0422,-0.100322664,-0.06433196,0.02070713
1018.29767,-0.05099601,-0.08201248,-0.02134651
1020.5942,0.01274564,-0.09524316,-0.048785456
1029.1715,0.120998405,-0.12839472,-0.003460868
1038.551,0.07207114,-0.07767448,-0.040749572
1042.5652,0.09120331,-0.100322664,-0.06433196
1038.6918,0.040556487,-0.05099601,-0.08201248
1035.4877,-0.006904432,0.01274564,-0.09524316
1029.698,-0.053541206,0.120998405,-0.12839472
1029.3845,-0.04455095,0.07207114,-0.07767448
1044.5171,0.04385904,0.09120331,-0.100322664
1056.7821,0.08076618,0.040556487,-0.05099601
1074.5996,0.12046898,-0.006904432,0.01274564
1090.5653,0.14692916,-0.053541206,0.120998405
1093.2164,0.07361904,-0.04455095,0.07207114
1106.2114,0.048088223,0.04385904,0.09120331
1117.2806,0.05038712,0.08076618,0.040556487
1127.7745,0.020840066,0.12046898,-0.006904432
1137.4015,0.018606568,0.14692916,-0.053541206
1146.1151,0.069893666,0.07361904,-0.04455095
1152.8143,0.018494414,0.048088223,0.04385904
1151.1132,-0.014850717,0.05038712,0.08076618
1146.5925,-0.035255387,0.020840066,0.12046898
1140.8462,-0.049366064,0.018606568,0.14692916
1136.1952,-0.053667754,0.069893666,0.07361904
1133.8499,-0.046744276,0.018494414,0.048088223
1138.5599,0.011439177,-0.014850717,0.05038712
1145.562,0.0399287,-0.035255387,0.020840066
1155.305,0.0683628,-0.049366064,0.018606568
1169.8783,0.098945126,-0.053667754,0.069893666
1177.0428,0.07223846,-0.046744276,0.018494414
1177.8263,0.020355916,0.011439177,-0.014850717
1173.6107,-0.014332292,0.0399287,-0.035255387
1172.431,-0.02224777,0.0683628,-0.049366064
1174.4807,-0.037038837,0.098945126,-0.053667754
1161.8528,-0.078261584,0.07223846,-0.046744276
1156.5219,-0.038748145,0.020355916,0.011439177
1155.3479,-0.005273374,-0.014332292,0.0399287
1149.6399,-0.03502574,-0.02224777,0.0683628
1140.4341,-0.06685668,-0.037038837,0.098945126
1135.5935,0.004400107,-0.078261584,0.07223846
1127.1542,-0.03682164,-0.038748145,0.020355916
1133.3202,0.006370274,-0.005273374,-0.014332292
1139.9678,0.035276577,-0.03502574,-0.02224777
1144.396,0.053007856,-0.06685668,-0.037038837
1144.9069,0.027521184,0.004400107,-0.078261584
1148.5653,0.063837506,-0.03682164,-0.038748145
1157.9266,0.032289,0.006370274,-0.005273374
1161.9169,0.009703698,0.035276577,-0.03502574
1171.5854,0.041433275,0.053007856,-0.06685668
1177.8064,0.04859845,0.027521184,0.004400107
1182.0192,0.030665444,0.063837506,-0.03682164
1183.6514,-0.004341703,0.032289,0.006370274
1182.8885,0.001663973,0.009703698,0.035276577
1184.7988,-0.014724165,0.041433275,0.053007856
1182.9335,-0.022632575,0.04859845,0.027521184
1171.7845,-0.05978968,0.030665444,0.063837506
1160.0658,-0.06468779,-0.004341703,0.032289
1149.4727,-0.061652422,0.001663973,0.009703698
1132.7677,-0.10607661,-0.014724165,0.041433275
1126.1241,-0.06458686,-0.022632575,0.04859845
1113.6752,-0.056166165,-0.05978968,0.030665444
1104.3562,-0.041421488,-0.06468779,-0.004341703
1094.4426,-0.047249515,-0.061652422,0.001663973
1088.1605,-0.002739267,-0.10607661,-0.014724165
1074.2906,-0.07343008,-0.06458686,-0.022632575
1064.5461,-0.036009755,-0.056166165,-0.05978968
1063.489,-0.00732836,-0.041421488,-0.06468779
1062.4272,0.003213924,-0.047249515,-0.061652422
1060.9474,-0.007525658,-0.002739267,-0.10607661
1063.1044,0.051942937,-0.07343008,-0.06458686
1068.9235,0.06496876,-0.036009755,-0.056166165
1080.6407,0.06443177,-0.00732836,-0.041421488
1090.1907,0.06634973,0.003213924,-0.047249515
1097.3585,0.06729666,-0.007525658,-0.002739267
1102.9789,0.050133877,0.051942937,-0.07343008
1115.1592,0.06562906,0.06496876,-0.036009755
1126.1172,0.03764041,0.06443177,-0.00732836
1133.256,0.029617459,0.06634973,0.003213924
1140.7922,0.039883405,0.06729666,-0.007525658
1152.5342,0.06578647,0.050133877,0.051942937
1166.3671,0.049678616,0.06562906,0.06496876
1178.8977,0.050489396,0.03764041,0.06443177
1191.8784,0.07057091,0.029617459,0.06634973
1201.0046,0.056851823,0.039883405,0.06729666
1200.2953,-0.001700741,0.06578647,0.050133877
1201.4886,-0.01263808,0.049678616,0.06562906
1207.8627,0.003531241,0.050489396,0.03764041
1221.6846,0.026668211,0.07057091,0.029617459
1234.097,0.037365347,0.056851823,0.039883405
1246.8483,0.0838358,-0.001700741,0.06578647
1257.4979,0.07779414,-0.01263808,0.049678616
1258.413,0.023277843,0.003531241,0.050489396
1269.9999,0.030838631,0.026668211,0.07057091
1283.208,0.04073226,0.037365347,0.056851823
1294.2181,0.031136137,0.0838358,-0.001700741
1303.9005,0.03271289,0.07779414,-0.01263808
1309.7385,0.05627265,0.023277843,0.003531241
1315.1348,0.015474604,0.030838631,0.026668211
1317.9076,-0.005269332,0.04073226,0.037365347
1321.6042,-0.001397333,0.031136137,0.0838358
1324.6454,-0.004334736,0.03271289,0.07779414
1330.9203,0.01720068,0.05627265,0.023277843
1338.496,0.0239991,0.015474604,0.030838631
1341.617,0.018886363,-0.005269332,0.04073226
1341.2598,0.002574055,-0.001397333,0.031136137
1333.0554,-0.027356219,-0.004334736,0.03271289
1334.1289,-0.012979141,0.01720068,0.05627265
1341.1748,4.09E-04,0.0239991,0.015474604
1352.5238,0.03236103,0.018886363,-0.005269332
1360.7091,0.04002,0.002574055,-0.001397333
1368.7832,0.07755489,-0.027356219,-0.004334736
1377.4526,0.055072367,-0.012979141,0.01720068
1384.9943,0.033446316,4.09E-04,0.0239991
1388.6973,0.003998774,0.03236103,0.018886363
1393.8618,0.015120793,0.04002,0.002574055
1391.2795,-0.014367492,0.07755489,-0.027356219
1391.3695,-0.014446279,0.055072367,-0.012979141
1390.4315,-0.020124918,0.033446316,4.09E-04
1397.9872,0.0175987,0.003998774,0.03236103
1405.5297,0.014973229,0.015120793,0.04002
1408.754,0.029472519,-0.014367492,0.07755489
1407.7532,0.008636747,-0.014446279,0.055072367
1406.3822,0.010254688,-0.020124918,0.033446316
1399.5142,-0.039328896,0.0175987,0.003998774
1392.015,-0.051319867,0.014973229,0.015120793
1392.0463,-0.020736454,0.029472519,-0.014367492
1392.8148,-0.005599277,0.008636747,-0.014446279
1397.2722,0.010136306,0.010254688,-0.020124918
1400.3875,0.029743984,-0.039328896,0.0175987
1403.2881,0.038817342,-0.051319867,0.014973229
1398.2585,-0.010077813,-0.020736454,0.029472519
1397.5487,-8.45E-04,-0.005599277,0.008636747
1396.6993,-0.01540522,0.010136306,0.010254688
1391.727,-0.029026443,0.029743984,-0.039328896
1396.3577,-7.07E-06,0.038817342,-0.051319867
1400.9642,0.029931646,-0.010077813,-0.020736454
1406.4896,0.024291793,-8.45E-04,-0.005599277
1407.6755,0.013722813,-0.01540522,0.010136306
1405.9701,0.019907612,-0.029026443,0.029743984
1403.0104,-0.016757578,-7.07E-06,0.038817342
1397.5602,-0.03073856,0.029931646,-0.010077813
1394.7157,-0.03167459,0.024291793,-8.45E-04
1395.7147,-0.008998798,0.013722813,-0.01540522
1388.68,-0.027595315,0.019907612,-0.029026443
1383.7019,-0.019681279,-0.016757578,-7.07E-06
1385.5072,0.012334979,-0.03073856,0.029931646
1387.3119,0.008089163,-0.03167459,0.024291793
1387.5399,-0.008044531,-0.008998798,0.013722813
1388.0458,0.021704549,-0.027595315,0.019907612
1392.7688,0.035100706,-0.019681279,-0.016757578
1396.5109,0.013462768,0.012334979,-0.03073856
1401.2166,0.018292908,0.008089163,-0.03167459
1406.7616,0.029162008,-0.008044531,-0.008998798
1412.2488,0.031746607,0.021704549,-0.027595315
1416.0033,0.01371434,0.035100706,-0.019681279
1418.9807,0.013751548,0.013462768,0.012334979
1420.9084,0.006042052,0.018292908,0.008089163
1412.3506,-0.035564788,0.029162008,-0.008044531
1406.9924,-0.033914305,0.031746607,0.021704549
1409.7661,-0.007099855,0.01371434,0.035100706
1414.2567,9.29E-04,0.013751548,0.013462768
1419.4255,0.008035713,0.006042052,0.018292908
1431.2423,0.07284563,-0.035564788,0.029162008
1442.7917,0.07464846,-0.033914305,0.031746607
1453.0414,0.051504057,-0.007099855,0.01371434
1461.7313,0.044874404,9.29E-04,0.013751548
1469.9031,0.043392815,0.008035713,0.006042052
1480.7328,0.030801306,0.07284563,-0.035564788
1489.7917,0.024875948,0.07464846,-0.033914305
1496.6976,0.020267133,0.051504057,-0.007099855
1504.306,0.02555981,0.044874404,9.29E-04
1514.903,0.036403857,0.043392815,0.008035713
1524.9183,0.02685603,0.030801306,0.07284563
1533.2087,0.026434582,0.024875948,0.07464846
1538.4612,0.02305948,0.020267133,0.051504057
1543.7771,0.019742789,0.02555981,0.044874404
1550.2212,0.012014436,0.036403857,0.043392815
1555.3987,0.007111915,0.02685603,0.030801306
1560.1614,0.008197275,0.026434582,0.024875948
1561.1991,0.003770515,0.02305948,0.020267133
1561.8871,-2.56E-04,0.019742789,0.02555981
1567.7914,0.009777941,0.012014436,0.036403857
1563.6454,-0.018431408,0.007111915,0.02685603
1560.9644,-0.018344598,0.008197275,0.026434582
1557.9633,-0.012387016,0.003770515,0.02305948
1561.6488,0.007509715,-2.56E-04,0.019742789
1565.5151,-0.00655397,0.009777941,0.012014436
1574.8562,0.042118542,-0.018431408,0.007111915
1580.1606,0.03298845,-0.018344598,0.008197275
1586.9525,0.04408913,-0.012387016,0.003770515
1589.4281,0.014552199,0.007509715,-2.56E-04
1593.1301,0.01705269,-0.00655397,0.009777941
1592.8746,-0.01263475,0.042118542,-0.018431408
1598.9115,0.013538357,0.03298845,-0.018344598
1601.7609,-5.95E-04,0.04408913,-0.012387016
1604.1147,0.008878764,0.014552199,0.007509715
1605.0721,5.97E-04,0.01705269,-0.00655397
1605.7709,0.010503484,-0.01263475,0.042118542
1608.5552,-0.002076397,0.013538357,0.03298845
1608.3983,-0.003341277,-5.95E-04,0.04408913
1615.6542,0.019305512,0.008878764,0.014552199
1622.8634,0.02660198,5.97E-04,0.01705269
1625.2732,0.016374847,0.010503484,-0.01263475
1630.8984,0.020812677,-0.002076397,0.013538357
1641.3846,0.04699673,-0.003341277,-5.95E-04
1652.202,0.030881336,0.019305512,0.008878764
1661.7031,0.029067028,0.02660198,5.97E-04
1668.4622,0.037060123,0.016374847,0.010503484
1678.5461,0.03960323,0.020812677,-0.002076397
1685.1309,0.016716873,0.04699673,-0.003341277
1686.8805,-9.38E-04,0.030881336,0.019305512
1687.8002,-0.004841991,0.029067028,0.02660198
1685.3506,-0.011766411,0.037060123,0.016374847
1686.29,-0.016772524,0.03960323,0.020812677
1683.66,-0.022395927,0.016716873,0.04699673
1675.8535,-0.02907526,-9.38E-04,0.030881336
1662.0629,-0.05000352,-0.004841991,0.029067028
1649.3387,-0.046020772,-0.011766411,0.037060123
1639.0707,-0.05446587,-0.016772524,0.03960323
1634.3481,-0.034474134,-0.022395927,0.016716873
1636.8372,0.001313386,-0.02907526,-9.38E-04
1637.4318,0.020480448,-0.05000352,-0.004841991
1635.7314,0.019074919,-0.046020772,-0.011766411
1638.403,0.031971194,-0.05446587,-0.016772524
