ema100, rdp5, rdp10, rdp15, rdp20, rdp5post
-9.87085, -0.9345361, 0.4583369, -0.13120577, 2.0551448, 1.7079777
-2.4333496, -1.3890771, 3.0148187, -1.8380426, 2.3473363, 1.4027355
-10.9383545, -2.1820285, 3.4569674, -2.4389493, 1.2367902, 0.5974858
4.097046, -0.46909577, 2.4986262, -1.7597516, 1.1674831, -2.9874344
12.398193, 0.33948264, 0.5917232, 0.560992, -0.11605676, -3.1397924
9.901978, 1.7079777, -0.9345361, 0.4583369, -0.13120577, -3.3483818
10.169678, 1.4027355, -1.3890771, 3.0148187, -1.8380426, -3.0882933
-9.640259, 0.5974858, -2.1820285, 3.4569674, -2.4389493, -0.2514811
-33.79236, -2.9874344, -0.46909577, 2.4986262, -1.7597516, 2.8285542
-19.857788, -3.1397924, 0.33948264, 0.5917232, 0.560992, 1.7261797
-18.189941, -3.3483818, 1.7079777, -0.9345361, 0.4583369, 2.1705196
-9.520142, -3.0882933, 1.4027355, -1.3890771, 3.0148187, 1.6729511
5.8398438, -0.2514811, 0.5974858, -2.1820285, 3.4569674, 1.1597222
11.167725, 2.8285542, -2.9874344, -0.46909577, 2.4986262, 0.6066086
4.5980225, 1.7261797, -3.1397924, 0.33948264, 0.5917232, 1.1248391
6.046997, 2.1705196, -3.3483818, 1.7079777, -0.9345361, 1.2678543
4.677368, 1.6729511, -3.0882933, 1.4027355, -1.3890771, 1.4467576
11.885742, 1.1597222, -0.2514811, 0.5974858, -2.1820285, 0.3555075
10.076904, 0.6066086, 2.8285542, -2.9874344, -0.46909577, -0.6476403
9.301392, 1.1248391, 1.7261797, -3.1397924, 0.33948264, -0.14269675
11.38501, 1.2678543, 2.1705196, -3.3483818, 1.7079777, 0.21291074
10.884155, 1.4467576, 1.6729511, -3.0882933, 1.4027355, 0.73380816
5.0595703, 0.3555075, 1.1597222, -0.2514811, 0.5974858, 1.0802824
-6.336426, -0.6476403, 0.6066086, 2.8285542, -2.9874344, 1.7019236
1.6826172, -0.14269675, 1.1248391, 1.7261797, -3.1397924, 1.6774682
9.186157, 0.21291074, 1.2678543, 2.1705196, -3.3483818, 0.4161946
14.853149, 0.73380816, 1.4467576, 1.6729511, -3.0882933, 1.1353343
12.002319, 1.0802824, 0.3555075, 1.1597222, -0.2514811, 0.8562864
5.849365, 1.7019236, -0.6476403, 0.6066086, 2.8285542, 1.2688608
11.279785, 1.6774682, -0.14269675, 1.1248391, 1.7261797, 1.4364624
3.1275635, 0.4161946, 0.21291074, 1.2678543, 2.1705196, 2.352786
17.99768, 1.1353343, 0.73380816, 1.4467576, 1.6729511, 0.8081846
11.430786, 0.8562864, 1.0802824, 0.3555075, 1.1597222, 1.1814599
9.912842, 1.2688608, 1.7019236, -0.6476403, 0.6066086, 0.39522153
16.474243, 1.4364624, 1.6774682, -0.14269675, 1.1248391, -0.10444806
17.315186, 2.352786, 0.4161946, 0.21291074, 1.2678543, 0.7079445
12.420288, 0.8081846, 1.1353343, 0.73380816, 1.4467576, 0.60109735
11.112549, 1.1814599, 0.8562864, 1.0802824, 0.3555075, 0.6734085
0.8815918, 0.39522153, 1.2688608, 1.7019236, -0.6476403, 1.6345657
3.6574707, -0.10444806, 1.4364624, 1.6774682, -0.14269675, 0.39618364
16.237915, 0.7079445, 2.352786, 0.4161946, 0.21291074, 7.036544E-4
10.342529, 0.60109735, 0.8081846, 1.1353343, 0.73380816, 0.9145791
10.274048, 0.6734085, 1.1814599, 0.8562864, 1.0802824, 0.8883547
10.939331, 1.6345657, 0.39522153, 1.2688608, 1.7019236, 0.09332173
-2.17688, 0.39618364, -0.10444806, 1.4364624, 1.6774682, 0.64613456
7.1228027, 7.036544E-4, 0.7079445, 2.352786, 0.4161946, -0.6200181
13.426392, 0.9145791, 0.60109735, 0.8081846, 1.1353343, -1.5297976
12.46106, 0.8883547, 0.6734085, 1.1814599, 0.8562864, -3.0626853
3.6489258, 0.09332173, 1.6345657, 0.39522153, 1.2688608, -2.5048008
-1.7770996, 0.64613456, 0.39618364, -0.10444806, 1.4364624, -3.0698502
-6.909668, -0.6200181, 7.036544E-4, 0.7079445, 2.352786, -2.1538732
-8.271606, -1.5297976, 0.9145791, 0.60109735, 0.8081846, 0.5729246
-22.513306, -3.0626853, 0.8883547, 0.6734085, 1.1814599, 2.2611666
-17.770386, -2.5048008, 0.09332173, 1.6345657, 0.39522153, 3.0559492
-25.216553, -3.0698502, 0.64613456, 0.39618364, -0.10444806, 3.6877825
-15.13269, -2.1538732, -0.6200181, 7.036544E-4, 0.7079445, 4.2652245
15.973633, 0.5729246, -1.5297976, 0.9145791, 0.60109735, 1.2753962
15.571167, 2.2611666, -3.0626853, 0.8883547, 0.6734085, 1.098553
21.544556, 3.0559492, -2.5048008, 0.09332173, 1.6345657, 0.048147436
12.859863, 3.6877825, -3.0698502, 0.64613456, 0.39618364, -0.18630822
21.903564, 4.2652245, -2.1538732, -0.6200181, 7.036544E-4, -0.5422018
12.875, 1.2753962, 0.5729246, -1.5297976, 0.9145791, -0.08423155
11.116089, 1.098553, 2.2611666, -3.0626853, 0.8883547, -1.9575799
6.0371094, 0.048147436, 3.0559492, -2.5048008, 0.09332173, -2.554536
-2.2266846, -0.18630822, 3.6877825, -3.0698502, 0.64613456, -2.7605057
5.706787, -0.5422018, 4.2652245, -2.1538732, -0.6200181, -4.437203
5.2053223, -0.08423155, 1.2753962, 0.5729246, -1.5297976, -4.24453
-16.563477, -1.9575799, 1.098553, 2.2611666, -3.0626853, -3.8003292
-22.898682, -2.554536, 0.048147436, 3.0559492, -2.5048008, -2.2887146
-27.542603, -2.7605057, -0.18630822, 3.6877825, -3.0698502, 0.18834324
-33.994263, -4.437203, -0.5422018, 4.2652245, -2.1538732, 1.4699266
-24.371338, -4.24453, -0.08423155, 1.2753962, 0.5729246, 1.1183547
-34.33728, -3.8003292, -1.9575799, 1.098553, 2.2611666, 1.7473164
-19.853882, -2.2887146, -2.554536, 0.048147436, 3.0559492, 1.3110504
2.5650635, 0.18834324, -2.7605057, -0.18630822, 3.6877825, -2.003064
4.1241455, 1.4699266, -4.437203, -0.5422018, 4.2652245, -1.9806412
2.2993164, 1.1183547, -4.24453, -0.08423155, 1.2753962, -1.9155072
-6.344116, 1.7473164, -3.8003292, -1.9575799, 1.098553, 0.25952375
-2.0916748, 1.3110504, -2.2887146, -2.554536, 0.048147436, -0.061449494
-19.79309, -2.003064, 0.18834324, -2.7605057, -0.18630822, 0.7915783
-13.554443, -1.9806412, 1.4699266, -4.437203, -0.5422018, -0.022741403
-11.099365, -1.9155072, 1.1183547, -4.24453, -0.08423155, 0.55975795
7.0963135, 0.25952375, 1.7473164, -3.8003292, -1.9575799, -1.6506933
5.1171875, -0.061449494, 1.3110504, -2.2887146, -2.554536, 0.039066456
-4.730591, 0.7915783, -2.003064, 0.18834324, -2.7605057, 3.0488694
-10.36792, -0.022741403, -1.9806412, 1.4699266, -4.437203, 4.0239143
-2.1988525, 0.55975795, -1.9155072, 1.1183547, -4.24453, 4.2211385
-10.150391, -1.6506933, 0.25952375, 1.7473164, -3.8003292, 4.8565364
10.015747, 0.039066456, -0.061449494, 1.3110504, -2.2887146, 2.9416394
32.204346, 3.0488694, 0.7915783, -2.003064, 0.18834324, 1.0289171
29.61145, 4.0239143, -0.022741403, -1.9806412, 1.4699266, -0.25811294
32.19287, 4.2211385, 0.55975795, -1.9155072, 1.1183547, -0.7097968
23.922607, 4.8565364, -1.6506933, 0.25952375, 1.7473164, 0.6877939
16.970093, 2.9416394, 0.039066456, -0.061449494, 1.3110504, 1.4084245
16.855957, 1.0289171, 3.0488694, 0.7915783, -2.003064, 1.4800239
2.772583, -0.25811294, 4.0239143, -0.022741403, -1.9806412, 2.7342286
5.53833, -0.7097968, 4.2211385, 0.55975795, -1.9155072, 2.322274
18.55835, 0.6877939, 4.8565364, -1.6506933, 0.25952375, 2.0409484
20.870605, 1.4084245, 2.9416394, 0.039066456, -0.061449494, 1.818333
20.84082, 1.4800239, 1.0289171, 3.0488694, 0.7915783, 1.4646481
19.992554, 2.7342286, -0.25811294, 4.0239143, -0.022741403, 0.11287404
14.729736, 2.322274, -0.7097968, 4.2211385, 0.55975795, -2.3453567
23.008057, 2.0409484, 0.6877939, 4.8565364, -1.6506933, -3.4761646
21.982544, 1.818333, 1.4084245, 2.9416394, 0.039066456, -6.37671
17.705933, 1.4646481, 1.4800239, 1.0289171, 3.0488694, -4.564531
1.8208008, 0.11287404, 2.7342286, -0.25811294, 4.0239143, -3.0008268
-28.351318, -2.3453567, 2.322274, -0.7097968, 4.2211385, 0.46213675
-24.977417, -3.4761646, 2.0409484, 0.6877939, 4.8565364, 0.64405644
-50.63806, -6.37671, 1.818333, 1.4084245, 2.9416394, 4.7363973
-19.08606, -4.564531, 1.4646481, 1.4800239, 1.0289171, 2.360773
-8.852905, -3.0008268, 0.11287404, 2.7342286, -0.25811294, -0.25372666
3.2700195, 0.46213675, -2.3453567, 2.322274, -0.7097968, 0.21350238
2.3676758, 0.64405644, -3.4761646, 2.0409484, 0.6877939, 0.30205882
16.093872, 4.7363973, -6.37671, 1.818333, 1.4084245, 0.14292762
8.651611, 2.360773, -4.564531, 1.4646481, 1.4800239, 0.5654396
-16.022827, -0.25372666, -3.0008268, 0.11287404, 2.7342286, 2.521013
2.8300781, 0.21350238, 0.46213675, -2.3453567, 2.322274, 1.5137376
3.0238037, 0.30205882, 0.64405644, -3.4761646, 2.0409484, 1.365661
14.827148, 0.14292762, 4.7363973, -6.37671, 1.818333, 0.44201532
12.485596, 0.5654396, 2.360773, -4.564531, 1.4646481, 0.62734556
8.932739, 2.521013, -0.25372666, -3.0008268, 0.11287404, -0.21554463
11.689697, 1.5137376, 0.21350238, 0.46213675, -2.3453567, 0.16706052
8.431641, 1.365661, 0.30205882, 0.64405644, -3.4761646, 0.35720018
8.6571045, 0.44201532, 0.14292762, 4.7363973, -6.37671, 0.6732109
9.694336, 0.62734556, 0.5654396, 2.360773, -4.564531, 0.72390604
-3.0372314, -0.21554463, 2.521013, -0.25372666, -3.0008268, 3.0331898
6.538574, 0.16706052, 1.5137376, 0.21350238, 0.46213675, 2.1427402
6.5112305, 0.35720018, 1.365661, 0.30205882, 0.64405644, 2.1754827
10.792847, 0.6732109, 0.44201532, 0.14292762, 4.7363973, 2.8454385
12.010254, 0.72390604, 0.62734556, 0.5654396, 2.360773, 2.4191313
25.335938, 3.0331898, -0.21554463, 2.521013, -0.25372666, 2.0230422
19.172974, 2.1427402, 0.16706052, 1.5137376, 0.21350238, 2.939863
17.026245, 2.1754827, 0.35720018, 1.365661, 0.30205882, 2.4680798
27.149414, 2.8454385, 0.6732109, 0.44201532, 0.14292762, 2.0638733
20.199219, 2.4191313, 0.72390604, 0.62734556, 0.5654396, 1.9677685
27.567627, 2.0230422, 3.0331898, -0.21554463, 2.521013, 1.3981519
31.805908, 2.939863, 2.1427402, 0.16706052, 1.5137376, -0.7832901
21.580933, 2.4680798, 2.1754827, 0.35720018, 1.365661, 0.8087907
26.272583, 2.0638733, 2.8454385, 0.6732109, 0.44201532, 0.8034997
18.314453, 1.9677685, 2.4191313, 0.72390604, 0.62734556, 1.8349355
19.387695, 1.3981519, 2.0230422, 3.0331898, -0.21554463, 0.71485966
-1.2259521, -0.7832901, 2.939863, 2.1427402, 0.16706052, 2.607585
14.555176, 0.8087907, 2.4680798, 2.1754827, 0.35720018, 0.61575806
20.660156, 0.8034997, 2.0638733, 2.8454385, 0.6732109, -0.13662611
26.416016, 1.8349355, 1.9677685, 2.4191313, 0.72390604, -0.21904607
12.205322, 0.71485966, 1.3981519, 2.0230422, 3.0331898, 0.92587984
15.828003, 2.607585, -0.7832901, 2.939863, 2.1427402, 0.94068015
4.1744385, 0.61575806, 0.8087907, 2.4680798, 2.1754827, 2.7189236
3.1154785, -0.13662611, 0.8034997, 2.0638733, 2.8454385, 2.620217
11.340454, -0.21904607, 1.8349355, 1.9677685, 2.4191313, 2.5828876
14.3203125, 0.92587984, 0.71485966, 1.3981519, 2.0230422, 2.5527976
17.760132, 0.94068015, 2.607585, -0.7832901, 2.939863, 2.284822
27.583862, 2.7189236, 0.61575806, 0.8087907, 2.4680798, 1.3449415
20.619385, 2.620217, -0.13662611, 0.8034997, 2.0638733, 0.42460245
25.111572, 2.5828876, -0.21904607, 1.8349355, 1.9677685, 0.45059884
25.097656, 2.5527976, 0.92587984, 0.71485966, 1.3981519, 0.9939427
23.181519, 2.284822, 0.94068015, 2.607585, -0.7832901, 0.54191554
20.313232, 1.3449415, 2.7189236, 0.61575806, 0.8087907, 1.3968334
3.1308594, 0.42460245, 2.620217, -0.13662611, 0.8034997, 3.3667433
11.489014, 0.45059884, 2.5828876, -0.21904607, 1.8349355, 2.873297
21.174683, 0.9939427, 2.5527976, 0.92587984, 0.71485966, 1.7937895
14.275879, 0.54191554, 2.284822, 0.94068015, 2.607585, 2.8320692
24.18103, 1.3968334, 1.3449415, 2.7189236, 0.61575806, 2.0636346
31.088745, 3.3667433, 0.42460245, 2.620217, -0.13662611, 1.2076333
27.838501, 2.873297, 0.45059884, 2.5828876, -0.21904607, 3.298943
20.647217, 1.7937895, 0.9939427, 2.5527976, 0.92587984, 4.3586082
27.197632, 2.8320692, 0.54191554, 2.284822, 0.94068015, 4.806047
24.869995, 2.0636346, 1.3968334, 1.3449415, 2.7189236, 4.8375187
20.63269, 1.2076333, 3.3667433, 0.42460245, 2.620217, 5.4320674
47.057617, 3.298943, 2.873297, 0.45059884, 2.5828876, 1.5503463
49.910034, 4.3586082, 1.7937895, 0.9939427, 2.5527976, 0.018649394
57.008057, 4.806047, 2.8320692, 0.54191554, 2.284822, -0.44371578
49.287354, 4.8375187, 2.0636346, 1.3968334, 1.3449415, -1.1594574
48.10913, 5.4320674, 1.2076333, 3.3667433, 0.42460245, 0.92068714
17.880371, 1.5503463, 3.298943, 2.873297, 0.45059884, 2.6040933
5.7281494, 0.018649394, 4.3586082, 1.7937895, 0.9939427, 5.2616825
15.237183, -0.44371578, 4.806047, 2.8320692, 0.54191554, 4.5072474
5.878296, -1.1594574, 4.8375187, 2.0636346, 1.3968334, 3.5888739
42.454834, 0.92068714, 5.4320674, 1.2076333, 3.3667433, 1.4164718
36.42798, 2.6040933, 1.5503463, 3.298943, 2.873297, -0.07222582
56.838745, 5.2616825, 0.018649394, 4.3586082, 1.7937895, -2.7201598
46.246216, 4.5072474, -0.44371578, 4.806047, 2.8320692, -3.224821
17.74878, 3.5888739, -1.1594574, 4.8375187, 2.0636346, -2.8417056
22.559082, 1.4164718, 0.92068714, 5.4320674, 1.2076333, -2.368133
-0.56066895, -0.07222582, 2.6040933, 1.5503463, 3.298943, -1.546037
-11.048584, -2.7201598, 5.2616825, 0.018649394, 4.3586082, 0.77486277
-15.381958, -3.224821, 4.5072474, -0.44371578, 4.806047, 3.1979625
-25.46582, -2.8417056, 3.5888739, -1.1594574, 4.8375187, 6.0763984
-5.453003, -2.368133, 1.4164718, 0.92068714, 5.4320674, 5.4825196
-10.881714, -1.546037, -0.07222582, 2.6040933, 1.5503463, 6.7337713
13.494507, 0.77486277, -2.7201598, 5.2616825, 0.018649394, 6.3364096
38.115356, 3.1979625, -3.224821, 4.5072474, -0.44371578, 4.9310455
56.820923, 6.0763984, -2.8417056, 3.5888739, -1.1594574, 2.8040495
52.960693, 5.4825196, -2.368133, 1.4164718, 0.92068714, 3.3531926
52.94519, 6.7337713, -1.546037, -0.07222582, 2.6040933, 5.4765983
60.41919, 6.3364096, 0.77486277, -2.7201598, 5.2616825, 3.4997025
57.08728, 4.9310455, 3.1979625, -3.224821, 4.5072474, 1.9091765
42.014404, 2.8040495, 6.0763984, -2.8417056, 3.5888739, 2.536565
49.443115, 3.3531926, 5.4825196, -2.368133, 1.4164718, 3.8638585
82.09912, 5.4765983, 6.7337713, -1.546037, -0.07222582, 1.5344405
54.942993, 3.4997025, 6.3364096, 0.77486277, -2.7201598, 2.1928587
28.906372, 1.9091765, 4.9310455, 3.1979625, -3.224821, 3.8079462
28.88501, 2.536565, 2.8040495, 6.0763984, -2.8417056, 1.3230824
59.620117, 3.8638585, 3.3531926, 5.4825196, -2.368133, -5.0576277
55.3031, 1.5344405, 5.4765983, 6.7337713, -1.546037, -4.332058
43.61133, 2.1928587, 3.4997025, 6.3364096, 0.77486277, -2.9609582
44.45642, 3.8079462, 1.9091765, 4.9310455, 3.1979625, -7.372944
3.0211182, 1.3230824, 2.536565, 2.8040495, 6.0763984, -5.626068
-61.838623, -5.0576277, 3.8638585, 3.3531926, 5.4825196, -0.34090135
-30.679688, -4.332058, 1.5344405, 5.4765983, 6.7337713, -2.7093744
-3.295044, -2.9609582, 2.1928587, 3.4997025, 6.3364096, -3.799266
-64.09302, -7.372944, 3.8079462, 1.9091765, 4.9310455, 2.5295637
-53.97815, -5.626068, 1.3230824, 2.536565, 2.8040495, 3.0009718
-24.198853, -0.34090135, -5.0576277, 3.8638585, 3.3531926, -2.5740652
-36.75891, -2.7093744, -4.332058, 1.5344405, 5.4765983, -0.31212306
-25.59143, -3.799266, -2.9609582, 2.1928587, 3.4997025, -2.2545156
14.399902, 2.5295637, -7.372944, 3.8079462, 1.9091765, -11.107962
15.735352, 3.0009718, -5.626068, 1.3230824, 2.536565, -14.177866
-51.563965, -2.5740652, -0.34090135, -5.0576277, 3.8638585, -5.316954
-24.634888, -0.31212306, -2.7093744, -4.332058, 1.5344405, -6.114876
-44.803955, -2.2545156, -3.799266, -2.9609582, 2.1928587, -3.211966
-136.57104, -11.107962, 2.5295637, -7.372944, 3.8079462, 6.367687
-152.38501, -14.177866, 3.0009718, -5.626068, 1.3230824, 9.356133
-47.347412, -5.316954, -2.5740652, -0.34090135, -5.0576277, 4.1449347
-33.949707, -6.114876, -0.31212306, -2.7093744, -4.332058, 5.364075
-8.503784, -3.211966, -2.2545156, -3.799266, -2.9609582, 3.790278
25.37268, 6.367687, -11.107962, 2.5295637, -7.372944, 2.332584
13.586182, 9.356133, -14.177866, 3.0009718, -5.626068, 4.5725822
20.229004, 4.1449347, -5.316954, -2.5740652, -0.34090135, 4.3693132
37.20752, 5.364075, -6.114876, -0.31212306, -2.7093744, 2.4834461
27.270142, 3.790278, -3.211966, -2.2545156, -3.799266, 2.1574986
34.223755, 2.332584, 6.367687, -11.107962, 2.5295637, 2.5579686
52.610718, 4.5725822, 9.356133, -14.177866, 3.0009718, 0.62245274
48.945435, 4.3693132, 4.1449347, -5.316954, -2.5740652, -2.4412699
33.500366, 2.4834461, 5.364075, -6.114876, -0.31212306, -1.4604694
19.48059, 2.1574986, 3.790278, -3.211966, -2.2545156, -2.7910714
34.15979, 2.5579686, 2.332584, 6.367687, -11.107962, -2.1595626
24.199951, 0.62245274, 4.5725822, 9.356133, -14.177866, -0.78943205
-19.863647, -2.4412699, 4.3693132, 4.1449347, -5.316954, 1.9505771
-6.698242, -1.4604694, 2.4834461, 5.364075, -6.114876, -0.47364888
-32.43103, -2.7910714, 2.1574986, 3.790278, -3.211966, 4.9147515
1.6557617, -2.1595626, 2.5579686, 2.332584, 6.367687, 3.2981217
18.924072, -0.78943205, 0.62245274, 4.5725822, 9.356133, 2.6331265
16.468262, 1.9505771, -2.4412699, 4.3693132, 4.1449347, 3.9322946
-13.282227, -0.47364888, -1.4604694, 2.4834461, 5.364075, 5.866932
40.60547, 4.9147515, -2.7910714, 2.1574986, 3.790278, 3.1545486
37.54126, 3.2981217, -2.1595626, 2.5579686, 2.332584, 5.506634
38.264893, 2.6331265, -0.78943205, 0.62245274, 4.5725822, 4.3944
51.4281, 3.9322946, 1.9505771, -2.4412699, 4.3693132, 2.6088789
42.101807, 5.866932, -0.47364888, -1.4604694, 2.4834461, 3.4082017
46.634033, 3.1545486, 4.9147515, -2.7910714, 2.1574986, 2.6219363
78.44324, 5.506634, 3.2981217, -2.1595626, 2.5579686, 1.3420467
54.36206, 4.3944, 2.6331265, -0.78943205, 0.62245274, 2.7575426
37.43396, 2.6088789, 3.9322946, 1.9505771, -2.4412699, 1.5235198
43.380127, 3.4082017, 5.866932, -0.47364888, -1.4604694, 1.1213158
35.750854, 2.6219363, 3.1545486, 4.9147515, -2.7910714, -0.41556382
50.19336, 1.3420467, 5.506634, 3.2981217, -2.1595626, -2.801406
54.33899, 2.7575426, 4.3944, 2.6331265, -0.78943205, -2.6111727
17.54248, 1.5235198, 2.6088789, 3.9322946, 1.9505771, -2.7802436
21.194092, 1.1213158, 3.4082017, 5.866932, -0.47364888, -6.4646063
-6.748169, -0.41556382, 2.6219363, 3.1545486, 4.9147515, -2.8807049
-22.85498, -2.801406, 1.3420467, 5.506634, 3.2981217, -2.54947
-1.3637695, -2.6111727, 2.7575426, 4.3944, 2.6331265, -1.4134012
-29.08252, -2.7802436, 1.5235198, 2.6088789, 3.9322946, 2.941987
-76.29797, -6.4646063, 1.1213158, 3.4082017, 5.866932, 8.357445
-25.702637, -2.8807049, -0.41556382, 2.6219363, 3.1545486, 5.3588915
-32.258545, -2.54947, -2.801406, 1.3420467, 5.506634, 6.801119
8.90564, -1.4134012, -2.6111727, 2.7575426, 4.3944, 4.3702993
48.172485, 2.941987, -2.7802436, 1.5235198, 2.6088789, -0.4299721
66.42517, 8.357445, -6.4646063, 1.1213158, 3.4082017, -2.2860758
44.70117, 5.3588915, -2.8807049, -0.41556382, 2.6219363, 0.09110799
45.744385, 6.801119, -2.54947, -2.801406, 1.3420467, -1.0489942
35.226807, 4.3702993, -1.4134012, -2.6111727, 2.7575426, -4.051099
-6.857544, -0.4299721, 2.941987, -2.7802436, 1.5235198, -1.4296749
-8.349731, -2.2860758, 8.357445, -6.4646063, 1.1213158, -4.5809007
24.103394, 0.09110799, 5.3588915, -2.8807049, -0.41556382, -5.907293
10.4436035, -1.0489942, 6.801119, -2.54947, -2.801406, -3.45587
-42.549316, -4.051099, 4.3702993, -1.4134012, -2.6111727, -1.6074313
-25.311646, -1.4296749, -0.4299721, 2.941987, -2.7802436, -3.2288868
-73.888916, -4.5809007, -2.2860758, 8.357445, -6.4646063, -1.557126
-51.535034, -5.907293, 0.09110799, 5.3588915, -2.8807049, -3.1377897
-9.476318, -3.45587, -1.0489942, 6.801119, -2.54947, -8.394588
-27.452393, -1.6074313, -4.051099, 4.3702993, -1.4134012, -7.6355143
-39.194824, -3.2288868, -1.4296749, -0.4299721, 2.941987, -7.9597106
-57.539795, -1.557126, -4.5809007, -2.2860758, 8.357445, -2.014292
-63.01526, -3.1377897, -5.907293, 0.09110799, 5.3588915, -0.66497624
-102.61279, -8.394588, -3.45587, -1.0489942, 6.801119, 1.5329334
-88.46533, -7.6355143, -1.6074313, -4.051099, 4.3702993, 4.365712
-91.68445, -7.9597106, -3.2288868, -1.4296749, -0.4299721, 7.508686
-7.387451, -2.014292, -1.557126, -4.5809007, -2.2860758, 2.5386372
-2.3426514, -0.66497624, -3.1377897, -5.907293, 0.09110799, 3.1207778
-21.953491, 1.5329334, -8.394588, -3.45587, -1.0489942, 5.6418257
16.73352, 4.365712, -7.6355143, -1.6074313, -4.051099, 4.0270343
36.138306, 7.508686, -7.9597106, -3.2288868, -1.4296749, 1.4858314
26.055054, 2.5386372, -2.014292, -1.557126, -4.5809007, 0.20973124
33.16394, 3.1207778, -0.66497624, -3.1377897, -5.907293, 0.37750947
42.82666, 5.6418257, 1.5329334, -8.394588, -3.45587, -0.5546384
46.238037, 4.0270343, 4.365712, -7.6355143, -1.6074313, -1.9081811
21.910767, 1.4858314, 7.508686, -7.9597106, -3.2288868, -2.0301654
-4.79187, 0.20973124, 2.5386372, -2.014292, -1.557126, -3.493464
11.0859375, 0.37750947, 3.1207778, -0.66497624, -3.1377897, -3.3037748
10.773315, -0.5546384, 5.6418257, 1.5329334, -8.394588, -4.310356
-0.62109375, -1.9081811, 4.0270343, 4.365712, -7.6355143, -1.9614843
-17.176514, -2.0301654, 1.4858314, 7.508686, -7.9597106, 1.2886162
-57.926025, -3.493464, 0.20973124, 2.5386372, -2.014292, 3.636227
-29.02063, -3.3037748, 0.37750947, 3.1207778, -0.66497624, 2.5329459
-36.896606, -4.310356, -0.5546384, 5.6418257, 1.5329334, 2.8605978
-2.3571777, -1.9614843, -1.9081811, 4.0270343, 4.365712, -1.3240553
31.034058, 1.2886162, -2.0301654, 1.4858314, 7.508686, -3.4770012
14.627563, 3.636227, -3.493464, 0.20973124, 2.5386372, -2.2457385
13.221558, 2.5329459, -3.3037748, 0.37750947, 3.1207778, -4.0594764
1.3864746, 2.8605978, -4.310356, -0.5546384, 5.6418257, -3.7372253
-33.835083, -1.3240553, -1.9614843, -1.9081811, 4.0270343, -0.48450083
-27.644653, -3.4770012, 1.2886162, -2.0301654, 1.4858314, -1.508582
-13.178955, -2.2457385, 3.636227, -3.493464, 0.20973124, -4.379527
-36.751465, -4.0594764, 2.5329459, -3.3037748, 0.37750947, -3.5639007
-33.32959, -3.7372253, 2.8605978, -4.310356, -0.5546384, -4.3411856
-12.071899, -0.48450083, -1.3240553, -1.9614843, -1.9081811, -7.5631485
-25.408813, -1.508582, -3.4770012, 1.2886162, -2.0301654, -5.547517
-54.335815, -4.379527, -2.2457385, 3.636227, -3.493464, -2.6679487
-56.580566, -3.5639007, -4.0594764, 2.5329459, -3.3037748, -4.6616955
-60.40808, -4.3411856, -3.7372253, 2.8605978, -4.310356, -7.895471
-81.91016, -7.5631485, -0.48450083, -1.3240553, -1.9614843, -4.489811
-50.66443, -5.547517, -1.508582, -3.4770012, 1.2886162, -3.5131006
-31.59607, -2.6679487, -4.379527, -2.2457385, 3.636227, -2.4390068
-66.20447, -4.6616955, -3.5639007, -4.0594764, 2.5329459, -3.348269
-112.59485, -7.895471, -4.3411856, -3.7372253, 2.8605978, 1.7955037
-74.55652, -4.489811, -7.5631485, -0.48450083, -1.3240553, -2.4170659
-31.980835, -3.5131006, -5.547517, -1.508582, -3.4770012, -2.3042662
-2.0570068, -2.4390068, -2.6679487, -4.379527, -2.2457385, -3.4199753
-53.821167, -3.348269, -4.6616955, -3.5639007, -4.0594764, 3.8680217
-34.481445, 1.7955037, -7.895471, -4.3411856, -3.7372253, 3.581388
-66.66443, -2.4170659, -4.489811, -7.5631485, -0.48450083, 3.247831
-24.835571, -2.3042662, -3.5131006, -5.547517, -1.508582, 1.1454555
-11.98877, -3.4199753, -2.4390068, -2.6679487, -4.379527, -0.16824408
34.888916, 3.8680217, -3.348269, -4.6616955, -3.5639007, 0.4330996
33.062866, 3.581388, 1.7955037, -7.895471, -4.3411856, -0.1060921
-18.269653, 3.247831, -2.4170659, -4.489811, -7.5631485, 3.3870275
-12.518555, 1.1454555, -2.3042662, -3.5131006, -5.547517, 4.699717
-19.224243, -0.16824408, -3.4199753, -2.4390068, -2.6679487, 3.4398024
37.157104, 0.4330996, 3.8680217, -3.348269, -4.6616955, 0.40708324
27.581665, -0.1060921, 3.581388, 1.7955037, -7.895471, -0.49092612
23.241089, 3.3870275, 3.247831, -2.4170659, -4.489811, 0.75991696
38.017212, 4.699717, 1.1454555, -2.3042662, -3.5131006, -0.66201
4.32605, 3.4398024, -0.16824408, -3.4199753, -2.4390068, 1.9538945
16.62085, 0.40708324, 0.4330996, 3.8680217, -3.348269, 1.8663932
-1.0313721, -0.49092612, -0.1060921, 3.581388, 1.7955037, 1.492487
17.318237, 0.75991696, 3.3870275, 3.247831, -2.4170659, -2.1882493
13.854614, -0.66201, 4.699717, 1.1454555, -2.3042662, -1.9278785
20.492188, 1.9538945, 3.4398024, -0.16824408, -3.4199753, -2.5446157
28.617676, 1.8663932, 0.40708324, 0.4330996, 3.8680217, -2.2307782
3.2539062, 1.492487, -0.49092612, -0.1060921, 3.581388, -2.7839136
-29.308472, -2.1882493, 0.75991696, 3.3870275, 3.247831, -2.785135
