ema100, rdp5, rdp10, rdp15, rdp20, rdp5post
22.229004, 1.6482586, 1.2841133, 2.7938275, 7.1235723, 1.3068175
18.199585, 1.9656321, 0.88818204, 3.2138693, 5.211939, 1.6548946
3.071289, 2.8027325, -0.74649364, 2.2132392, 3.1759124, 3.2578323
16.905273, 1.2027832, 1.1726999, 3.2233946, 1.5897285, 2.104919
20.355835, 1.1047387, 1.7615304, 2.8288295, 1.3514359, 1.3951187
19.596802, 1.3068175, 1.6482586, 1.2841133, 2.7938275, 0.5572046
19.701416, 1.6548946, 1.9656321, 0.88818204, 3.2138693, 1.3747448
20.489746, 3.2578323, 2.8027325, -0.74649364, 2.2132392, 1.1672385
19.343628, 2.104919, 1.2027832, 1.1726999, 3.2233946, 0.71862763
15.034546, 1.3951187, 1.1047387, 1.7615304, 2.8288295, 1.0179809
6.603882, 0.5572046, 1.3068175, 1.6482586, 1.2841133, 0.2747791
17.931274, 1.3747448, 1.6548946, 1.9656321, 0.88818204, 0.46278918
16.944946, 1.1672385, 3.2578323, 2.8027325, -0.74649364, 0.3382033
11.787598, 0.71862763, 2.104919, 1.2027832, 1.1726999, 1.4907038
12.158325, 1.0179809, 1.3951187, 1.1047387, 1.7615304, 0.98603106
-3.585205, 0.2747791, 0.5572046, 1.3068175, 1.6482586, 2.9136126
11.819702, 0.46278918, 1.3747448, 1.6548946, 1.9656321, 2.1031747
10.735474, 0.3382033, 1.1672385, 3.2578323, 2.8027325, 2.4272966
19.116943, 1.4907038, 0.71862763, 2.104919, 1.2027832, 1.0338513
12.661133, 0.98603106, 1.0179809, 1.3951187, 1.1047387, 2.1097515
17.05664, 2.9136126, 0.2747791, 0.5572046, 1.3068175, 2.1875198
20.077515, 2.1031747, 0.46278918, 1.3747448, 1.6548946, 1.9962453
20.84607, 2.4272966, 0.3382033, 1.1672385, 3.2578323, 2.079279
12.364624, 1.0338513, 1.4907038, 0.71862763, 2.104919, 1.9990335
18.860352, 2.1097515, 0.98603106, 1.0179809, 1.3951187, 2.4221227
23.008057, 2.1875198, 2.9136126, 0.2747791, 0.5572046, 1.371939
22.886597, 1.9962453, 2.1031747, 0.46278918, 1.3747448, 0.101804756
24.101074, 2.079279, 2.4272966, 0.3382033, 1.1672385, -0.5719965
14.001099, 1.9990335, 1.0338513, 1.4907038, 0.71862763, 0.50662094
25.016724, 2.4221227, 2.1097515, 0.98603106, 1.0179809, 0.24773848
16.45337, 1.371939, 2.1875198, 2.9136126, 0.2747791, 0.95574784
3.5303955, 0.101804756, 1.9962453, 2.1031747, 0.46278918, -0.48056516
1.0646973, -0.5719965, 2.079279, 2.4272966, 0.3382033, -2.9538934
7.6431885, 0.50662094, 1.9990335, 1.0338513, 1.4907038, -2.9901996
17.074585, 0.24773848, 2.4221227, 2.1097515, 0.98603106, -6.460587
18.068115, 0.95574784, 1.371939, 2.1875198, 2.9136126, -8.746719
-11.313599, -0.48056516, 0.101804756, 1.9962453, 2.1031747, -4.515753
-38.38672, -2.9538934, -0.5719965, 2.079279, 2.4272966, -0.7628052
-24.525757, -2.9901996, 0.50662094, 1.9990335, 1.0338513, -0.57987523
-48.308228, -6.460587, 0.24773848, 2.4221227, 2.1097515, 4.5124493
-60.52661, -8.746719, 0.95574784, 1.371939, 2.1875198, 7.8925185
-24.90149, -4.515753, -0.48056516, 0.101804756, 1.9962453, 3.7035656
-7.3129883, -0.7628052, -2.9538934, -0.5719965, 2.079279, 2.3722787
2.277954, -0.57987523, -2.9901996, 0.50662094, 1.9990335, -1.4230272
27.27002, 4.5124493, -6.460587, 0.24773848, 2.4221227, -3.0999048
34.032227, 7.8925185, -8.746719, 0.95574784, 1.371939, -4.825581
8.137573, 3.7035656, -4.515753, -0.48056516, 0.101804756, -4.7224855
5.286133, 2.3722787, -0.7628052, -2.9538934, -0.5719965, -3.840103
-28.523193, -1.4230272, -0.57987523, -2.9901996, 0.50662094, 0.12973231
-16.306152, -3.0999048, 4.5124493, -6.460587, 0.24773848, -1.5540663
-20.532837, -4.825581, 7.8925185, -8.746719, 0.95574784, -0.30549645
-33.458252, -4.7224855, 3.7035656, -4.515753, -0.48056516, -0.5453912
-18.230713, -3.840103, 2.3722787, -0.7628052, -2.9538934, -0.55536884
-3.7288818, 0.12973231, -1.4230272, -0.57987523, -2.9901996, -0.18723366
-14.535034, -1.5540663, -3.0999048, 4.5124493, -6.460587, 2.0790555
-5.6917725, -0.30549645, -4.825581, 7.8925185, -8.746719, 1.3762906
-24.04956, -0.5453912, -4.7224855, 3.7035656, -4.515753, 2.8178296
-10.856079, -0.55536884, -3.840103, 2.3722787, -0.7628052, 3.5691488
6.043579, -0.18723366, 0.12973231, -1.4230272, -0.57987523, 2.482871
17.250854, 2.0790555, -1.5540663, -3.0999048, 4.5124493, 1.9751534
12.3927, 1.3762906, -0.30549645, -4.825581, 7.8925185, 1.8641042
5.186157, 2.8178296, -0.5453912, -4.7224855, 3.7035656, 2.0230048
20.668945, 3.5691488, -0.55536884, -3.840103, 2.3722787, -2.3713868
20.207397, 2.482871, -0.18723366, 0.12973231, -1.4230272, -1.5419263
23.413818, 1.9751534, 2.0790555, -1.5540663, -3.0999048, -4.233821
16.099121, 1.8641042, 1.3762906, -0.30549645, -4.825581, -4.1951256
9.766968, 2.0230048, 2.8178296, -0.5453912, -4.7224855, -4.130291
-23.186401, -2.3713868, 3.5691488, -0.55536884, -3.840103, -0.6681971
-5.900757, -1.5419263, 2.482871, -0.18723366, 0.12973231, -0.48186892
-27.192627, -4.233821, 1.9751534, 2.0790555, -1.5540663, 0.7313909
-23.85022, -4.1951256, 1.8641042, 1.3762906, -0.30549645, 1.5166798
-21.352173, -4.130291, 2.0230048, 2.8178296, -0.5453912, 1.8890964
-9.993774, -0.6681971, -2.3713868, 3.5691488, -0.55536884, 1.594616
6.5734863, -0.48186892, -1.5419263, 2.482871, -0.18723366, 0.628412
-4.3254395, 0.7313909, -4.233821, 1.9751534, 2.0790555, 0.7803646
2.6837158, 1.5166798, -4.1951256, 1.8641042, 1.3762906, -1.8103738
3.7471924, 1.8890964, -4.130291, 2.0230048, 2.8178296, -1.7754736
7.109619, 1.594616, -0.6681971, -2.3713868, 3.5691488, -1.4830898
10.143311, 0.628412, -0.48186892, -1.5419263, 2.482871, -1.214086
0.08300781, 0.7803646, 0.7313909, -4.233821, 1.9751534, -0.39950368
-21.389648, -1.8103738, 1.5166798, -4.1951256, 1.8641042, 1.7475562
-15.167603, -1.7754736, 1.8890964, -4.130291, 2.0230048, 1.9721706
-4.958252, -1.4830898, 1.594616, -0.6681971, -2.3713868, 2.9041116
3.3216553, -1.214086, 0.628412, -0.48186892, -1.5419263, 3.714091
3.4332275, -0.39950368, 0.7803646, 0.7313909, -4.233821, 4.0809393
3.8743896, 1.7475562, -1.8103738, 1.5166798, -4.1951256, 4.2056885
7.435669, 1.9721706, -1.7754736, 1.8890964, -4.130291, 4.3986416
23.11621, 2.9041116, -1.4830898, 1.594616, -0.6681971, 3.1450436
34.612915, 3.714091, -1.214086, 0.628412, -0.48186892, 1.3437245
32.40271, 4.0809393, -0.39950368, 0.7803646, 0.7313909, 0.03175005
28.426392, 4.2056885, 1.7475562, -1.8103738, 1.5166798, -0.3729958
29.324585, 4.3986416, 1.9721706, -1.7754736, 1.8890964, 0.6241926
27.747925, 3.1450436, 2.9041116, -1.4830898, 1.594616, 2.164921
18.942383, 1.3437245, 3.714091, -1.214086, 0.628412, 1.7406951
5.385742, 0.03175005, 4.0809393, -0.39950368, 0.7803646, 2.9522138
2.3165283, -0.3729958, 4.2056885, 1.7475562, -1.8103738, 3.9209592
19.557251, 0.6241926, 4.3986416, 1.9721706, -1.7754736, 2.022455
37.24597, 2.164921, 3.1450436, 2.9041116, -1.4830898, 1.2975382
21.724854, 1.7406951, 1.3437245, 3.714091, -1.214086, 0.5841249
20.876099, 2.9522138, 0.03175005, 4.0809393, -0.39950368, 0.2908216
25.372925, 3.9209592, -0.3729958, 4.2056885, 1.7475562, 0.9305629
17.346313, 2.022455, 0.6241926, 4.3986416, 1.9721706, 1.2815957
27.604736, 1.2975382, 2.164921, 3.1450436, 2.9041116, -2.1759703
5.788086, 0.5841249, 1.7406951, 1.3437245, 3.714091, 0.276747
4.798218, 0.2908216, 2.9522138, 0.03175005, 4.0809393, 0.28089434
19.894775, 0.9305629, 3.9209592, -0.3729958, 4.2056885, -0.70285356
16.964111, 1.2815957, 2.022455, 0.6241926, 4.3986416, -0.020656979
-12.669556, -2.1759703, 1.2975382, 2.164921, 3.1450436, 2.1630845
2.0008545, 0.276747, 0.5841249, 1.7406951, 1.3437245, 1.1282974
1.8168945, 0.28089434, 0.2908216, 2.9522138, 0.03175005, 2.0575893
6.133545, -0.70285356, 0.9305629, 3.9209592, -0.3729958, 0.29006755
13.875122, -0.020656979, 1.2815957, 2.022455, 0.6241926, -2.6338804
9.667847, 2.1630845, -2.1759703, 1.2975382, 2.164921, -4.7109814
8.254639, 1.1282974, 0.276747, 0.5841249, 1.7406951, -3.4194984
17.491821, 2.0575893, 0.28089434, 0.2908216, 2.9522138, -6.796609
-1.6068115, 0.29006755, -0.70285356, 0.9305629, 3.9209592, -5.0449705
-26.261597, -2.6338804, -0.020656979, 1.2815957, 2.022455, -5.3317595
-46.505127, -4.7109814, 2.1630845, -2.1759703, 1.2975382, -3.7804518
-21.716309, -3.4194984, 1.1282974, 0.276747, 0.5841249, -4.8584676
-46.428467, -6.796609, 2.0575893, 0.28089434, 0.2908216, -5.082959
-31.430786, -5.0449705, 0.29006755, -0.70285356, 0.9305629, -3.6333416
-52.10498, -5.3317595, -2.6338804, -0.020656979, 1.2815957, -0.69999
-48.667847, -3.7804518, -4.7109814, 2.1630845, -2.1759703, -0.91438454
-36.118286, -4.8584676, -3.4194984, 1.1282974, 0.276747, -2.8716524
-58.990845, -5.082959, -6.796609, 2.0575893, 0.28089434, 1.0248834
-25.856445, -3.6333416, -5.0449705, 0.29006755, -0.70285356, -1.5736226
-15.253052, -0.69999, -5.3317595, -2.6338804, -0.020656979, -4.6929784
-21.41809, -0.91438454, -3.7804518, -4.7109814, 2.1630845, -7.1768956
-35.222656, -2.8716524, -4.8584676, -3.4194984, 1.1282974, -4.589638
-17.01831, 1.0248834, -5.082959, -6.796609, 2.0575893, -5.286322
-19.55017, -1.5736226, -3.6333416, -5.0449705, 0.29006755, -7.510641
-43.464478, -4.6929784, -0.69999, -5.3317595, -2.6338804, -3.5608273
-69.739746, -7.1768956, -0.91438454, -3.7804518, -4.7109814, -0.30495372
-45.775635, -4.589638, -2.8716524, -4.8584676, -3.4194984, 2.1478505
-33.2688, -5.286322, 1.0248834, -5.082959, -6.796609, 0.9541617
-55.39868, -7.510641, -1.5736226, -3.6333416, -5.0449705, 1.8249607
-30.02295, -3.5608273, -4.6929784, -0.69999, -5.3317595, 0.44690406
-25.882324, -0.30495372, -7.1768956, -0.91438454, -3.7804518, 1.593401
13.526001, 2.1478505, -4.589638, -2.8716524, -4.8584676, -2.659659
2.4047852, 0.9541617, -5.286322, 1.0248834, -5.082959, -1.0881459
-18.747803, 1.8249607, -7.510641, -1.5736226, -3.6333416, 1.7710518
-13.910522, 0.44690406, -3.5608273, -4.6929784, -0.69999, 0.9387316
-1.8161621, 1.593401, -0.30495372, -7.1768956, -0.91438454, 1.9526541
-9.62085, -2.659659, 2.1478505, -4.589638, -2.8716524, 5.415021
-0.1529541, -1.0881459, 0.9541617, -5.286322, 1.0248834, 4.568469
7.4698486, 1.7710518, 1.8249607, -7.510641, -1.5736226, 3.0764549
-1.0878906, 0.9387316, 0.44690406, -3.5608273, -4.6929784, 3.3211985
18.577759, 1.9526541, 1.593401, -0.30495372, -7.1768956, 0.074420154
40.565918, 5.415021, -2.659659, 2.1478505, -4.589638, -1.6384178
32.020752, 4.568469, -1.0881459, 0.9541617, -5.286322, 0.36150298
18.664917, 3.0764549, 1.7710518, 1.8249607, -7.510641, 1.1291447
10.075684, 3.3211985, 0.9387316, 0.44690406, -3.5608273, 1.3157766
-4.651245, 0.074420154, 1.9526541, 1.593401, -0.30495372, 1.6661966
4.2547607, -1.6384178, 5.415021, -2.659659, 2.1478505, -1.475752
23.692139, 0.36150298, 4.568469, -1.0881459, 0.9541617, -5.069691
19.873657, 1.1291447, 3.0764549, 1.7710518, 1.8249607, -5.1359477
12.899048, 1.3157766, 3.3211985, 0.9387316, 0.44690406, -1.8038154
0.9830322, 1.6661966, 0.074420154, 1.9526541, 1.593401, -1.0653579
-23.125732, -1.475752, -1.6384178, 5.415021, -2.659659, 0.6549099
-35.868286, -5.069691, 0.36150298, 4.568469, -1.0881459, 3.7578418
-28.51062, -5.1359477, 1.1291447, 3.0764549, 1.7710518, 3.6825624
8.911499, -1.8038154, 1.3157766, 3.3211985, 0.9387316, 1.8039716
5.5532227, -1.0653579, 1.6661966, 0.074420154, 1.9526541, 2.0246506
-1.9416504, 0.6549099, -1.475752, -1.6384178, 5.415021, 2.7284577
11.582642, 3.7578418, -5.069691, 0.36150298, 4.568469, 0.59307265
8.714478, 3.6825624, -5.1359477, 1.1291447, 3.0764549, 1.2532469
20.723755, 1.8039716, -1.8038154, 1.3157766, 3.3211985, -0.32554722
17.218872, 2.0246506, -1.0653579, 1.6661966, 0.074420154, 0.5736054
14.374634, 2.7284577, 0.6549099, -1.475752, -1.6384178, -0.6379858
3.13208, 0.59307265, 3.7578418, -5.069691, 0.36150298, 1.8440833
8.705444, 1.2532469, 3.6825624, -5.1359477, 1.1291447, 1.5303771
4.5164795, -0.32554722, 1.8039716, -1.8038154, 1.3157766, 0.94888043
13.581421, 0.5736054, 2.0246506, -1.0653579, 1.6661966, -0.95131767
-1.1113281, -0.6379858, 2.7284577, 0.6549099, -1.475752, 0.43193278
16.359253, 1.8440833, 0.59307265, 3.7578418, -5.069691, 0.34398672
16.151367, 1.5303771, 1.2532469, 3.6825624, -5.1359477, 0.9772364
4.425171, 0.94888043, -0.32554722, 1.8039716, -1.8038154, 2.0539532
-6.2279053, -0.95131767, 0.5736054, 2.0246506, -1.0653579, 2.288528
-2.574463, 0.43193278, -0.6379858, 2.7284577, 0.6549099, 3.0769567
14.340576, 0.34398672, 1.8440833, 0.59307265, 3.7578418, 0.70993423
21.208374, 0.9772364, 1.5303771, 1.2532469, 3.6825624, -0.9075335
19.622559, 2.0539532, 0.94888043, -0.32554722, 1.8039716, -0.1314702
8.154297, 2.288528, -0.95131767, 0.5736054, 2.0246506, 0.4706145
17.155151, 3.0769567, 0.43193278, -0.6379858, 2.7284577, 0.72286993
5.7158203, 0.70993423, 0.34398672, 1.8440833, 0.59307265, 1.2377844
-2.8026123, -0.9075335, 0.9772364, 1.5303771, 1.2532469, 2.812888
8.653687, -0.1314702, 2.0539532, 0.94888043, -0.32554722, 2.0551448
5.7545166, 0.4706145, 2.288528, -0.95131767, 0.5736054, 2.3473363
17.980103, 0.72286993, 3.0769567, 0.43193278, -0.6379858, 1.2367902
11.776123, 1.2377844, 0.70993423, 0.34398672, 1.8440833, 1.1674831
18.532104, 2.812888, -0.9075335, 0.9772364, 1.5303771, -0.11605676
17.970215, 2.0551448, -0.1314702, 2.0539532, 0.94888043, -0.13120577
16.288208, 2.3473363, 0.4706145, 2.288528, -0.95131767, -1.8380426
14.774292, 1.2367902, 0.72286993, 3.0769567, 0.43193278, -2.4389493
8.435425, 1.1674831, 1.2377844, 0.70993423, 0.34398672, -1.7597516
2.076416, -0.11605676, 2.812888, -0.9075335, 0.9772364, 0.560992
4.637451, -0.13120577, 2.0551448, -0.1314702, 2.0539532, 0.4583369
-12.93811, -1.8380426, 2.3473363, 0.4706145, 2.288528, 3.0148187
-15.182739, -2.4389493, 1.2367902, 0.72286993, 3.0769567, 3.4569674
-8.074097, -1.7597516, 1.1674831, 1.2377844, 0.70993423, 2.4986262
14.036377, 0.560992, -0.11605676, 2.812888, -0.9075335, 0.5917232
13.109131, 0.4583369, -0.13120577, 2.0551448, -0.1314702, -0.9345361
21.047241, 3.0148187, -1.8380426, 2.3473363, 0.4706145, -1.3890771
16.557983, 3.4569674, -2.4389493, 1.2367902, 0.72286993, -2.1820285
7.2384033, 2.4986262, -1.7597516, 1.1674831, 1.2377844, -0.46909577
6.070801, 0.5917232, 0.560992, -0.11605676, 2.812888, 0.33948264
