ema100, rdp5, rdp10, rdp15, rdp20, label
-2.5567627, -0.8424284, 1.4690459, 1.5701972, 2.8117397, down
-20.940796, -0.7526091, -2.1227896, 2.6657226, 3.3286746, down
-19.36914, -0.9025708, -2.4536607, 2.6042318, 2.494081, down
-26.543213, -4.141207, 0.50532293, 3.837977, 0.53779864, up
-13.34668, -4.66539, 0.11989172, 3.0147293, 2.749272, down
-37.149048, -5.2528267, -0.8424284, 1.4690459, 1.5701972, up
-22.439453, -2.6151261, -0.7526091, -2.1227896, 2.6657226, up
-0.9511719, -0.5621099, -0.9025708, -2.4536607, 2.6042318, down
0.13476562, 0.700465, -4.141207, 0.50532293, 3.837977, down
-2.5480957, -0.41644397, -4.66539, 0.11989172, 3.0147293, up
-3.8623047, 2.2434587, -5.2528267, -0.8424284, 1.4690459, up
-13.201904, 0.35535178, -2.6151261, -0.7526091, -2.1227896, up
-31.073608, -3.613074, -0.5621099, -0.9025708, -2.4536607, up
-10.947144, -2.2361972, 0.700465, -4.141207, 0.50532293, up
15.914429, 0.649289, -0.41644397, -4.66539, 0.11989172, up
28.275757, 2.491943, 2.2434587, -5.2528267, -0.8424284, up
30.29248, 4.424876, 0.35535178, -2.6151261, -0.7526091, up
27.441895, 7.1235723, -3.613074, -0.5621099, -0.9025708, up
19.14563, 5.211939, -2.2361972, 0.700465, -4.141207, up
21.90857, 3.1759124, 0.649289, -0.41644397, -4.66539, up
18.23108, 1.5897285, 2.491943, 2.2434587, -5.2528267, up
20.056763, 1.3514359, 4.424876, 0.35535178, -2.6151261, up
33.39746, 2.7938275, 7.1235723, -3.613074, -0.5621099, up
27.926025, 3.2138693, 5.211939, -2.2361972, 0.700465, up
19.32483, 2.2132392, 3.1759124, 0.649289, -0.41644397, down
26.09961, 3.2233946, 1.5897285, 2.491943, 2.2434587, up
22.631836, 2.8288295, 1.3514359, 4.424876, 0.35535178, up
20.425415, 1.2841133, 2.7938275, 7.1235723, -3.613074, up
13.580811, 0.88818204, 3.2138693, 5.211939, -2.2361972, up
-8.575562, -0.74649364, 2.2132392, 3.1759124, 0.649289, up
23.15564, 1.1726999, 3.2233946, 1.5897285, 2.491943, up
26.276367, 1.7615304, 2.8288295, 1.3514359, 4.424876, up
22.229004, 1.6482586, 1.2841133, 2.7938275, 7.1235723, up
18.199585, 1.9656321, 0.88818204, 3.2138693, 5.211939, up
3.071289, 2.8027325, -0.74649364, 2.2132392, 3.1759124, up
16.905273, 1.2027832, 1.1726999, 3.2233946, 1.5897285, up
20.355835, 1.1047387, 1.7615304, 2.8288295, 1.3514359, up
19.596802, 1.3068175, 1.6482586, 1.2841133, 2.7938275, up
19.701416, 1.6548946, 1.9656321, 0.88818204, 3.2138693, up
20.489746, 3.2578323, 2.8027325, -0.74649364, 2.2132392, up
19.343628, 2.104919, 1.2027832, 1.1726999, 3.2233946, up
15.034546, 1.3951187, 1.1047387, 1.7615304, 2.8288295, up
6.603882, 0.5572046, 1.3068175, 1.6482586, 1.2841133, up
17.931274, 1.3747448, 1.6548946, 1.9656321, 0.88818204, up
16.944946, 1.1672385, 3.2578323, 2.8027325, -0.74649364, up
11.787598, 0.71862763, 2.104919, 1.2027832, 1.1726999, up
12.158325, 1.0179809, 1.3951187, 1.1047387, 1.7615304, up
-3.585205, 0.2747791, 0.5572046, 1.3068175, 1.6482586, up
11.819702, 0.46278918, 1.3747448, 1.6548946, 1.9656321, up
10.735474, 0.3382033, 1.1672385, 3.2578323, 2.8027325, up
19.116943, 1.4907038, 0.71862763, 2.104919, 1.2027832, up
12.661133, 0.98603106, 1.0179809, 1.3951187, 1.1047387, up
17.05664, 2.9136126, 0.2747791, 0.5572046, 1.3068175, up
20.077515, 2.1031747, 0.46278918, 1.3747448, 1.6548946, up
20.84607, 2.4272966, 0.3382033, 1.1672385, 3.2578323, up
12.364624, 1.0338513, 1.4907038, 0.71862763, 2.104919, up
18.860352, 2.1097515, 0.98603106, 1.0179809, 1.3951187, up
23.008057, 2.1875198, 2.9136126, 0.2747791, 0.5572046, up
22.886597, 1.9962453, 2.1031747, 0.46278918, 1.3747448, up
24.101074, 2.079279, 2.4272966, 0.3382033, 1.1672385, down
14.001099, 1.9990335, 1.0338513, 1.4907038, 0.71862763, up
25.016724, 2.4221227, 2.1097515, 0.98603106, 1.0179809, up
16.45337, 1.371939, 2.1875198, 2.9136126, 0.2747791, up
3.5303955, 0.101804756, 1.9962453, 2.1031747, 0.46278918, down
1.0646973, -0.5719965, 2.079279, 2.4272966, 0.3382033, down
7.6431885, 0.50662094, 1.9990335, 1.0338513, 1.4907038, down
17.074585, 0.24773848, 2.4221227, 2.1097515, 0.98603106, down
18.068115, 0.95574784, 1.371939, 2.1875198, 2.9136126, down
-11.313599, -0.48056516, 0.101804756, 1.9962453, 2.1031747, down
-38.38672, -2.9538934, -0.5719965, 2.079279, 2.4272966, down
-24.525757, -2.9901996, 0.50662094, 1.9990335, 1.0338513, down
-48.308228, -6.460587, 0.24773848, 2.4221227, 2.1097515, up
-60.52661, -8.746719, 0.95574784, 1.371939, 2.1875198, up
-24.90149, -4.515753, -0.48056516, 0.101804756, 1.9962453, up
-7.3129883, -0.7628052, -2.9538934, -0.5719965, 2.079279, up
2.277954, -0.57987523, -2.9901996, 0.50662094, 1.9990335, down
27.27002, 4.5124493, -6.460587, 0.24773848, 2.4221227, down
34.032227, 7.8925185, -8.746719, 0.95574784, 1.371939, down
8.137573, 3.7035656, -4.515753, -0.48056516, 0.101804756, down
5.286133, 2.3722787, -0.7628052, -2.9538934, -0.5719965, down
-28.523193, -1.4230272, -0.57987523, -2.9901996, 0.50662094, up
-16.306152, -3.0999048, 4.5124493, -6.460587, 0.24773848, down
-20.532837, -4.825581, 7.8925185, -8.746719, 0.95574784, down
-33.458252, -4.7224855, 3.7035656, -4.515753, -0.48056516, down
-18.230713, -3.840103, 2.3722787, -0.7628052, -2.9538934, down
-3.7288818, 0.12973231, -1.4230272, -0.57987523, -2.9901996, down
-14.535034, -1.5540663, -3.0999048, 4.5124493, -6.460587, up
-5.6917725, -0.30549645, -4.825581, 7.8925185, -8.746719, up
-24.04956, -0.5453912, -4.7224855, 3.7035656, -4.515753, up
-10.856079, -0.55536884, -3.840103, 2.3722787, -0.7628052, up
6.043579, -0.18723366, 0.12973231, -1.4230272, -0.57987523, up
17.250854, 2.0790555, -1.5540663, -3.0999048, 4.5124493, up
12.3927, 1.3762906, -0.30549645, -4.825581, 7.8925185, up
5.186157, 2.8178296, -0.5453912, -4.7224855, 3.7035656, up
20.668945, 3.5691488, -0.55536884, -3.840103, 2.3722787, down
20.207397, 2.482871, -0.18723366, 0.12973231, -1.4230272, down
23.413818, 1.9751534, 2.0790555, -1.5540663, -3.0999048, down
16.099121, 1.8641042, 1.3762906, -0.30549645, -4.825581, down
9.766968, 2.0230048, 2.8178296, -0.5453912, -4.7224855, down
-23.186401, -2.3713868, 3.5691488, -0.55536884, -3.840103, down
-5.900757, -1.5419263, 2.482871, -0.18723366, 0.12973231, down
-27.192627, -4.233821, 1.9751534, 2.0790555, -1.5540663, up
-23.85022, -4.1951256, 1.8641042, 1.3762906, -0.30549645, up
-21.352173, -4.130291, 2.0230048, 2.8178296, -0.5453912, up
-9.993774, -0.6681971, -2.3713868, 3.5691488, -0.55536884, up
6.5734863, -0.48186892, -1.5419263, 2.482871, -0.18723366, up
-4.3254395, 0.7313909, -4.233821, 1.9751534, 2.0790555, up
2.6837158, 1.5166798, -4.1951256, 1.8641042, 1.3762906, down
3.7471924, 1.8890964, -4.130291, 2.0230048, 2.8178296, down
7.109619, 1.594616, -0.6681971, -2.3713868, 3.5691488, down
10.143311, 0.628412, -0.48186892, -1.5419263, 2.482871, down
0.08300781, 0.7803646, 0.7313909, -4.233821, 1.9751534, down
-21.389648, -1.8103738, 1.5166798, -4.1951256, 1.8641042, up
-15.167603, -1.7754736, 1.8890964, -4.130291, 2.0230048, up
-4.958252, -1.4830898, 1.594616, -0.6681971, -2.3713868, up
3.3216553, -1.214086, 0.628412, -0.48186892, -1.5419263, up
3.4332275, -0.39950368, 0.7803646, 0.7313909, -4.233821, up
3.8743896, 1.7475562, -1.8103738, 1.5166798, -4.1951256, up
7.435669, 1.9721706, -1.7754736, 1.8890964, -4.130291, up
23.11621, 2.9041116, -1.4830898, 1.594616, -0.6681971, up
34.612915, 3.714091, -1.214086, 0.628412, -0.48186892, up
32.40271, 4.0809393, -0.39950368, 0.7803646, 0.7313909, up
28.426392, 4.2056885, 1.7475562, -1.8103738, 1.5166798, down
29.324585, 4.3986416, 1.9721706, -1.7754736, 1.8890964, up
27.747925, 3.1450436, 2.9041116, -1.4830898, 1.594616, up
18.942383, 1.3437245, 3.714091, -1.214086, 0.628412, up
5.385742, 0.03175005, 4.0809393, -0.39950368, 0.7803646, up
2.3165283, -0.3729958, 4.2056885, 1.7475562, -1.8103738, up
19.557251, 0.6241926, 4.3986416, 1.9721706, -1.7754736, up
37.24597, 2.164921, 3.1450436, 2.9041116, -1.4830898, up
21.724854, 1.7406951, 1.3437245, 3.714091, -1.214086, up
20.876099, 2.9522138, 0.03175005, 4.0809393, -0.39950368, up
25.372925, 3.9209592, -0.3729958, 4.2056885, 1.7475562, up
17.346313, 2.022455, 0.6241926, 4.3986416, 1.9721706, up
27.604736, 1.2975382, 2.164921, 3.1450436, 2.9041116, down
5.788086, 0.5841249, 1.7406951, 1.3437245, 3.714091, up
4.798218, 0.2908216, 2.9522138, 0.03175005, 4.0809393, up
19.894775, 0.9305629, 3.9209592, -0.3729958, 4.2056885, down
16.964111, 1.2815957, 2.022455, 0.6241926, 4.3986416, down
-12.669556, -2.1759703, 1.2975382, 2.164921, 3.1450436, up
2.0008545, 0.276747, 0.5841249, 1.7406951, 1.3437245, up
1.8168945, 0.28089434, 0.2908216, 2.9522138, 0.03175005, up
6.133545, -0.70285356, 0.9305629, 3.9209592, -0.3729958, up
13.875122, -0.020656979, 1.2815957, 2.022455, 0.6241926, down
9.667847, 2.1630845, -2.1759703, 1.2975382, 2.164921, down
8.254639, 1.1282974, 0.276747, 0.5841249, 1.7406951, down
17.491821, 2.0575893, 0.28089434, 0.2908216, 2.9522138, down
-1.6068115, 0.29006755, -0.70285356, 0.9305629, 3.9209592, down
-26.261597, -2.6338804, -0.020656979, 1.2815957, 2.022455, down
-46.505127, -4.7109814, 2.1630845, -2.1759703, 1.2975382, down
-21.716309, -3.4194984, 1.1282974, 0.276747, 0.5841249, down
-46.428467, -6.796609, 2.0575893, 0.28089434, 0.2908216, down
-31.430786, -5.0449705, 0.29006755, -0.70285356, 0.9305629, down
-52.10498, -5.3317595, -2.6338804, -0.020656979, 1.2815957, down
-48.667847, -3.7804518, -4.7109814, 2.1630845, -2.1759703, down
-36.118286, -4.8584676, -3.4194984, 1.1282974, 0.276747, down
-58.990845, -5.082959, -6.796609, 2.0575893, 0.28089434, up
-25.856445, -3.6333416, -5.0449705, 0.29006755, -0.70285356, down
-15.253052, -0.69999, -5.3317595, -2.6338804, -0.020656979, down
-21.41809, -0.91438454, -3.7804518, -4.7109814, 2.1630845, down
-35.222656, -2.8716524, -4.8584676, -3.4194984, 1.1282974, down
-17.01831, 1.0248834, -5.082959, -6.796609, 2.0575893, down
-19.55017, -1.5736226, -3.6333416, -5.0449705, 0.29006755, down
-43.464478, -4.6929784, -0.69999, -5.3317595, -2.6338804, down
-69.739746, -7.1768956, -0.91438454, -3.7804518, -4.7109814, down
-45.775635, -4.589638, -2.8716524, -4.8584676, -3.4194984, up
-33.2688, -5.286322, 1.0248834, -5.082959, -6.796609, up
-55.39868, -7.510641, -1.5736226, -3.6333416, -5.0449705, up
-30.02295, -3.5608273, -4.6929784, -0.69999, -5.3317595, up
-25.882324, -0.30495372, -7.1768956, -0.91438454, -3.7804518, up
13.526001, 2.1478505, -4.589638, -2.8716524, -4.8584676, down
2.4047852, 0.9541617, -5.286322, 1.0248834, -5.082959, down
-18.747803, 1.8249607, -7.510641, -1.5736226, -3.6333416, up
-13.910522, 0.44690406, -3.5608273, -4.6929784, -0.69999, up
-1.8161621, 1.593401, -0.30495372, -7.1768956, -0.91438454, up
-9.62085, -2.659659, 2.1478505, -4.589638, -2.8716524, up
-0.1529541, -1.0881459, 0.9541617, -5.286322, 1.0248834, up
7.4698486, 1.7710518, 1.8249607, -7.510641, -1.5736226, up
-1.0878906, 0.9387316, 0.44690406, -3.5608273, -4.6929784, up
18.577759, 1.9526541, 1.593401, -0.30495372, -7.1768956, up
40.565918, 5.415021, -2.659659, 2.1478505, -4.589638, down
32.020752, 4.568469, -1.0881459, 0.9541617, -5.286322, up
18.664917, 3.0764549, 1.7710518, 1.8249607, -7.510641, up
10.075684, 3.3211985, 0.9387316, 0.44690406, -3.5608273, up
-4.651245, 0.074420154, 1.9526541, 1.593401, -0.30495372, up
4.2547607, -1.6384178, 5.415021, -2.659659, 2.1478505, down
23.692139, 0.36150298, 4.568469, -1.0881459, 0.9541617, down
19.873657, 1.1291447, 3.0764549, 1.7710518, 1.8249607, down
12.899048, 1.3157766, 3.3211985, 0.9387316, 0.44690406, down
0.9830322, 1.6661966, 0.074420154, 1.9526541, 1.593401, down
-23.125732, -1.475752, -1.6384178, 5.415021, -2.659659, up
-35.868286, -5.069691, 0.36150298, 4.568469, -1.0881459, up
-28.51062, -5.1359477, 1.1291447, 3.0764549, 1.7710518, up
8.911499, -1.8038154, 1.3157766, 3.3211985, 0.9387316, up
5.5532227, -1.0653579, 1.6661966, 0.074420154, 1.9526541, up
-1.9416504, 0.6549099, -1.475752, -1.6384178, 5.415021, up
11.582642, 3.7578418, -5.069691, 0.36150298, 4.568469, up
8.714478, 3.6825624, -5.1359477, 1.1291447, 3.0764549, up
20.723755, 1.8039716, -1.8038154, 1.3157766, 3.3211985, down
17.218872, 2.0246506, -1.0653579, 1.6661966, 0.074420154, up
14.374634, 2.7284577, 0.6549099, -1.475752, -1.6384178, down
3.13208, 0.59307265, 3.7578418, -5.069691, 0.36150298, up
8.705444, 1.2532469, 3.6825624, -5.1359477, 1.1291447, up
4.5164795, -0.32554722, 1.8039716, -1.8038154, 1.3157766, up
13.581421, 0.5736054, 2.0246506, -1.0653579, 1.6661966, down
-1.1113281, -0.6379858, 2.7284577, 0.6549099, -1.475752, up
16.359253, 1.8440833, 0.59307265, 3.7578418, -5.069691, up
16.151367, 1.5303771, 1.2532469, 3.6825624, -5.1359477, up
4.425171, 0.94888043, -0.32554722, 1.8039716, -1.8038154, up
-6.2279053, -0.95131767, 0.5736054, 2.0246506, -1.0653579, up
-2.574463, 0.43193278, -0.6379858, 2.7284577, 0.6549099, up
14.340576, 0.34398672, 1.8440833, 0.59307265, 3.7578418, up
21.208374, 0.9772364, 1.5303771, 1.2532469, 3.6825624, down
19.622559, 2.0539532, 0.94888043, -0.32554722, 1.8039716, down
8.154297, 2.288528, -0.95131767, 0.5736054, 2.0246506, up
17.155151, 3.0769567, 0.43193278, -0.6379858, 2.7284577, up
5.7158203, 0.70993423, 0.34398672, 1.8440833, 0.59307265, up
-2.8026123, -0.9075335, 0.9772364, 1.5303771, 1.2532469, up
8.653687, -0.1314702, 2.0539532, 0.94888043, -0.32554722, up
5.7545166, 0.4706145, 2.288528, -0.95131767, 0.5736054, up
17.980103, 0.72286993, 3.0769567, 0.43193278, -0.6379858, up
11.776123, 1.2377844, 0.70993423, 0.34398672, 1.8440833, up
18.532104, 2.812888, -0.9075335, 0.9772364, 1.5303771, down
17.970215, 2.0551448, -0.1314702, 2.0539532, 0.94888043, down
16.288208, 2.3473363, 0.4706145, 2.288528, -0.95131767, down
14.774292, 1.2367902, 0.72286993, 3.0769567, 0.43193278, down
8.435425, 1.1674831, 1.2377844, 0.70993423, 0.34398672, down
2.076416, -0.11605676, 2.812888, -0.9075335, 0.9772364, up
4.637451, -0.13120577, 2.0551448, -0.1314702, 2.0539532, up
-12.93811, -1.8380426, 2.3473363, 0.4706145, 2.288528, up
-15.182739, -2.4389493, 1.2367902, 0.72286993, 3.0769567, up
-8.074097, -1.7597516, 1.1674831, 1.2377844, 0.70993423, up
14.036377, 0.560992, -0.11605676, 2.812888, -0.9075335, up
13.109131, 0.4583369, -0.13120577, 2.0551448, -0.1314702, down
21.047241, 3.0148187, -1.8380426, 2.3473363, 0.4706145, down
16.557983, 3.4569674, -2.4389493, 1.2367902, 0.72286993, down
7.2384033, 2.4986262, -1.7597516, 1.1674831, 1.2377844, down
6.070801, 0.5917232, 0.560992, -0.11605676, 2.812888, up
-9.87085, -0.9345361, 0.4583369, -0.13120577, 2.0551448, up
-2.4333496, -1.3890771, 3.0148187, -1.8380426, 2.3473363, up
-10.9383545, -2.1820285, 3.4569674, -2.4389493, 1.2367902, up
4.097046, -0.46909577, 2.4986262, -1.7597516, 1.1674831, down
12.398193, 0.33948264, 0.5917232, 0.560992, -0.11605676, down
9.901978, 1.7079777, -0.9345361, 0.4583369, -0.13120577, down
10.169678, 1.4027355, -1.3890771, 3.0148187, -1.8380426, down
-9.640259, 0.5974858, -2.1820285, 3.4569674, -2.4389493, down
-33.79236, -2.9874344, -0.46909577, 2.4986262, -1.7597516, up
-19.857788, -3.1397924, 0.33948264, 0.5917232, 0.560992, up
-18.189941, -3.3483818, 1.7079777, -0.9345361, 0.4583369, up
-9.520142, -3.0882933, 1.4027355, -1.3890771, 3.0148187, up
5.8398438, -0.2514811, 0.5974858, -2.1820285, 3.4569674, up
11.167725, 2.8285542, -2.9874344, -0.46909577, 2.4986262, up
4.5980225, 1.7261797, -3.1397924, 0.33948264, 0.5917232, up
6.046997, 2.1705196, -3.3483818, 1.7079777, -0.9345361, up
4.677368, 1.6729511, -3.0882933, 1.4027355, -1.3890771, up
11.885742, 1.1597222, -0.2514811, 0.5974858, -2.1820285, up
10.076904, 0.6066086, 2.8285542, -2.9874344, -0.46909577, down
9.301392, 1.1248391, 1.7261797, -3.1397924, 0.33948264, down
11.38501, 1.2678543, 2.1705196, -3.3483818, 1.7079777, up
10.884155, 1.4467576, 1.6729511, -3.0882933, 1.4027355, up
5.0595703, 0.3555075, 1.1597222, -0.2514811, 0.5974858, up
-6.336426, -0.6476403, 0.6066086, 2.8285542, -2.9874344, up
1.6826172, -0.14269675, 1.1248391, 1.7261797, -3.1397924, up
9.186157, 0.21291074, 1.2678543, 2.1705196, -3.3483818, up
14.853149, 0.73380816, 1.4467576, 1.6729511, -3.0882933, up
12.002319, 1.0802824, 0.3555075, 1.1597222, -0.2514811, up
5.849365, 1.7019236, -0.6476403, 0.6066086, 2.8285542, up
11.279785, 1.6774682, -0.14269675, 1.1248391, 1.7261797, up
3.1275635, 0.4161946, 0.21291074, 1.2678543, 2.1705196, up
17.99768, 1.1353343, 0.73380816, 1.4467576, 1.6729511, up
11.430786, 0.8562864, 1.0802824, 0.3555075, 1.1597222, up
9.912842, 1.2688608, 1.7019236, -0.6476403, 0.6066086, up
16.474243, 1.4364624, 1.6774682, -0.14269675, 1.1248391, down
17.315186, 2.352786, 0.4161946, 0.21291074, 1.2678543, up
12.420288, 0.8081846, 1.1353343, 0.73380816, 1.4467576, up
11.112549, 1.1814599, 0.8562864, 1.0802824, 0.3555075, up
0.8815918, 0.39522153, 1.2688608, 1.7019236, -0.6476403, up
3.6574707, -0.10444806, 1.4364624, 1.6774682, -0.14269675, up
16.237915, 0.7079445, 2.352786, 0.4161946, 0.21291074, up
10.342529, 0.60109735, 0.8081846, 1.1353343, 0.73380816, up
10.274048, 0.6734085, 1.1814599, 0.8562864, 1.0802824, up
10.939331, 1.6345657, 0.39522153, 1.2688608, 1.7019236, up
-2.17688, 0.39618364, -0.10444806, 1.4364624, 1.6774682, up
7.1228027, 7.036544E-4, 0.7079445, 2.352786, 0.4161946, down
13.426392, 0.9145791, 0.60109735, 0.8081846, 1.1353343, down
12.46106, 0.8883547, 0.6734085, 1.1814599, 0.8562864, down
